label,prob,rank,worldidea,enemylabel,equiplabel,haveidea,itemlabel,race,scene,setpattern,sozailabel
IDEA_F001,100,1,_NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,BS_GUR_ZAKO1,_NOT_SPECIFIED_,_NOT_SPECIFIED_
IDEA_F002,100,1,_NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,BS_GUR_ZAKO1,_NOT_SPECIFIED_,_NOT_SPECIFIED_
IDEA_F003,100,1,_NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,BS_GUR_ZAKO1,_NOT_SPECIFIED_,_NOT_SPECIFIED_
IDEA_G001,100,1,_NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,BS_GUR_ZAKO1,_NOT_SPECIFIED_,_NOT_SPECIFIED_
IDEA_G002,100,1,_NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,BS_GUR_ZAKO1,_NOT_SPECIFIED_,_NOT_SPECIFIED_
IDEA_G003,100,1,_NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,BS_GUR_ZAKO1,_NOT_SPECIFIED_,_NOT_SPECIFIED_
IDEA_H001,100,1,_NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,BS_GUR_ZAKO1,_NOT_SPECIFIED_,_NOT_SPECIFIED_
IDEA_H002,0,20,_NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_,_NOT_SPECIFIED_,LongSword,_NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,BS_GUR_ZAKO1,_NOT_SPECIFIED_,_NOT_SPECIFIED_
IDEA_H003,0,20,_NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_,_NOT_SPECIFIED_,LongSword,_NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,BS_GUR_ZAKO1,_NOT_SPECIFIED_,_NOT_SPECIFIED_
IDEA_I001,0,20,_NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_,_NOT_SPECIFIED_,LongSword,_NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,BS_GUR_ZAKO1,_NOT_SPECIFIED_,_NOT_SPECIFIED_
IDEA_I002,0,20,_NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_,_NOT_SPECIFIED_,LongSword,_NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,BS_GUR_ZAKO1,_NOT_SPECIFIED_,_NOT_SPECIFIED_
IDEA_I003,0,20,_NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_,_NOT_SPECIFIED_,LongSword,_NOT_SPECIFIED_,_NOT_SPECIFIED_,_NOT_SPECIFIED_,BS_GUR_ZAKO1,_NOT_SPECIFIED_,_NOT_SPECIFIED_
