label,Value,ItemCategory,FreeCategory,FreeCategory2,ExhibitProhibited
MACW08_DM,3,EquipItem,None,None,True
MACW09_DM,3,EquipItem,None,None,True
SAIN01_A,2,EquipItem,None,None,False
SAIN01_B,2,EquipItem,None,Womens,False
SAIN02_A,2,EquipItem,None,None,False
SAIN03_A,2,EquipItem,None,None,False
SAIN04_A,3,EquipItem,None,None,False
SAIN05_A,3,EquipItem,None,Womens,False
SAIN06_A,4,EquipItem,None,None,False
SAIN06_B,4,EquipItem,None,None,False
SAIN07_A,4,EquipItem,None,Womens,False
SAIN08_A,3,EquipItem,None,None,False
SAIN09_A,5,EquipItem,None,None,False
SAIN09_B,6,EquipItem,None,None,False
SAIN10_A,3,EquipItem,None,Womens,False
SAIN11_A,5,EquipItem,None,Womens,False
SAIN12_A,7,EquipItem,None,Womens,False
SAIN13_A,4,EquipItem,None,None,False
SAIN13_B,7,EquipItem,None,None,False
SAIN14_A,4,EquipItem,None,None,False
SAIN14_B,7,EquipItem,None,None,False
SAHE01_A,2,EquipItem,None,None,False
SAHE02_A,2,EquipItem,None,None,False
SAHE03_A,2,EquipItem,None,None,False
SAHE04_A,3,EquipItem,None,None,False
SAHE05_A,4,EquipItem,None,None,False
SAHE05_B,5,EquipItem,None,None,False
SAHE06_A,3,EquipItem,None,None,False
SAHE07_A,4,EquipItem,None,None,False
SAHE07_B,5,EquipItem,None,None,False
SAHE08_A,3,EquipItem,None,None,False
SAHE09_A,2,EquipItem,None,None,False
SAHE10_A,3,EquipItem,None,None,False
SAHE10_B,5,EquipItem,None,None,False
SAHE11_A,2,EquipItem,None,None,False
SAHE12_A,2,EquipItem,None,None,False
SAHE13_A,3,EquipItem,None,None,False
SAHE14_A,3,EquipItem,None,None,False
SAHE15_A,4,EquipItem,None,None,False
SAHE15_B,5,EquipItem,None,None,False
SAHE16_A,5,EquipItem,None,None,False
SAHE17_A,2,EquipItem,None,Womens,False
SAHE18_A,3,EquipItem,None,Womens,False
SAHE18_B,3,EquipItem,None,Womens,False
SAHE18_C,3,EquipItem,None,Womens,False
SAHE18_D,3,EquipItem,None,Womens,False
SAHE18_E,5,EquipItem,None,Womens,False
SAHE18_F,5,EquipItem,None,Womens,False
SAHE18_G,5,EquipItem,None,Womens,False
SAHE18_H,5,EquipItem,None,Womens,False
SAHE19_A,4,EquipItem,None,Womens,False
SAHE20_A,7,EquipItem,None,Womens,False
SAHE21_A,2,EquipItem,None,Strong,False
SAHE22_A,2,EquipItem,None,Strong,False
SAHE23_A,3,EquipItem,None,Strong,False
SAHE24_A,3,EquipItem,None,Strong,False
SAHE25_A,4,EquipItem,None,Strong,False
SAHE26_A,2,EquipItem,None,None,False
SAGL01_A,2,EquipItem,None,None,False
SAGL02_A,2,EquipItem,None,None,False
SAGL03_A,2,EquipItem,None,None,False
SAGL04_A,2,EquipItem,None,None,False
SAGL05_A,3,EquipItem,None,None,False
SAGL06_A,4,EquipItem,None,None,False
SAGL06_B,5,EquipItem,None,None,False
SAGL07_A,3,EquipItem,None,Strong,False
SAGL07_B,4,EquipItem,None,Strong,False
SAGL08_A,4,EquipItem,None,None,False
SAGL09_A,3,EquipItem,None,None,False
SAGL10_A,5,EquipItem,None,None,False
SAGL11_A,3,EquipItem,None,None,False
SAGL12_A,2,EquipItem,None,None,False
SAGL13_A,4,EquipItem,None,None,False
SAGL13_B,5,EquipItem,None,None,False
SAGL14_A,2,EquipItem,None,None,False
SAGL15_A,3,EquipItem,None,None,False
SAGL16_A,4,EquipItem,None,None,False
SAGL17_A,2,EquipItem,None,None,False
SAGL18_A,5,EquipItem,None,Glitter,False
SAGL18_B,7,EquipItem,None,Glitter,False
SAGL19_A,3,EquipItem,None,None,False
SAGL20_A,4,EquipItem,None,Womens,False
SAGL20_B,5,EquipItem,None,None,False
SAGL21_A,4,EquipItem,None,None,False
SAGL21_B,5,EquipItem,None,None,False
SASH00_A,2,EquipItem,None,None,False
SASH00_B,2,EquipItem,None,None,False
SASH00_C,2,EquipItem,None,None,False
SASH00_D,2,EquipItem,None,Womens,False
SASH01_A,2,EquipItem,None,None,False
SASH02_A,2,EquipItem,None,None,False
SASH03_A,2,EquipItem,None,None,False
SASH04_A,3,EquipItem,None,None,False
SASH04_B,3,EquipItem,None,None,False
SASH05_A,4,EquipItem,None,None,False
SASH05_B,4,EquipItem,None,None,False
SASH06_A,5,EquipItem,None,None,False
SASH07_A,2,EquipItem,None,None,False
SASH08_A,3,EquipItem,None,None,False
SASH09_A,4,EquipItem,None,None,False
SASH09_B,4,EquipItem,None,None,False
SASH09_C,5,EquipItem,None,None,False
SASH10_A,4,EquipItem,None,None,False
SASH10_B,5,EquipItem,None,None,False
SASH11_A,3,EquipItem,None,None,False
SASH12_A,4,EquipItem,None,None,False
SASH12_B,5,EquipItem,None,None,False
SASH13_A,2,EquipItem,None,Glitter,False
SASH14_A,3,EquipItem,None,Glitter,False
SASH15_A,4,EquipItem,None,Glitter,False
SASH16_A,3,EquipItem,None,None,False
SASH16_B,3,EquipItem,None,None,False
SASH16_C,4,EquipItem,None,None,False
SASH17_A,3,EquipItem,None,None,False
SASH17_A2,4,EquipItem,None,None,False
SASH17_B,3,EquipItem,None,None,False
SASH17_B2,4,EquipItem,None,None,False
SAAC00_A,1,EquipItem,None,None,False
SAAC01_A,2,EquipItem,None,None,False
SAAC02_A,2,EquipItem,None,None,False
SAAC03_A,2,EquipItem,None,None,False
SAAC04_A,2,EquipItem,None,None,False
SAAC05_A,2,EquipItem,None,None,False
SAAC06_A,2,EquipItem,None,None,False
SAAC07_A,3,EquipItem,None,None,False
SAAC08_A,3,EquipItem,None,None,False
SAAC09_A,3,EquipItem,None,None,False
SAAC10_A,3,EquipItem,None,None,False
SAAC11_A,3,EquipItem,None,None,False
SAAC12_A,3,EquipItem,None,None,False
SAAC13_A,3,EquipItem,None,None,False
SAAC14_A,3,EquipItem,None,Glitter,False
SAAC14_B,4,EquipItem,None,Glitter,False
SAAC15_A,3,EquipItem,None,None,False
SAAC15_B,4,EquipItem,None,None,False
SAAC16_A,3,EquipItem,None,None,False
SAAC16_B,4,EquipItem,None,None,False
SAAC17_A,3,EquipItem,None,Glitter,False
SAAC17_B,4,EquipItem,None,Glitter,False
SAAC18_A,3,EquipItem,None,None,False
SAAC18_B,4,EquipItem,None,None,False
SAAC19_A,3,EquipItem,None,Glitter,False
SAAC19_B,4,EquipItem,None,Glitter,False
SAAC20_A,3,EquipItem,None,None,False
SAAC20_B,4,EquipItem,None,None,False
SAAC21_A,3,EquipItem,None,None,False
SAAC21_B,4,EquipItem,None,None,False
SAAC22_A,3,EquipItem,None,None,False
SAAC22_B,4,EquipItem,None,None,False
SAAC23_A,5,EquipItem,None,None,False
SAAC23_B,8,EquipItem,None,None,False
SAAC24_A,3,EquipItem,None,None,False
SAAC25_A,3,EquipItem,None,None,False
SAAC26_A,3,EquipItem,None,None,False
SAAC27_A,3,EquipItem,None,None,False
SAAC28_A,3,EquipItem,None,None,False
SAAC29_A,3,EquipItem,None,None,False
SAAC30_A,4,EquipItem,None,None,False
SAAC31_A,4,EquipItem,None,None,False
SAAC32_A,4,EquipItem,None,None,False
SAAC33_A,4,EquipItem,None,None,False
SAAC34_A,1,EquipItem,None,None,False
SAAC35_A,3,EquipItem,None,None,False
SAAC35_B,4,EquipItem,None,None,False
SAAC36_A,2,EquipItem,None,None,False
SAAC37_A,2,EquipItem,None,None,False
SAAC37_B,3,EquipItem,None,None,False
SAAC_RING_FOOL,6,EquipItem,None,None,False
SAAC_RING_ATK,6,EquipItem,None,None,False
SAAC_RING_DEF,6,EquipItem,None,None,False
SAAC_RING_AGL,6,EquipItem,None,None,False
SAAC_RING_MAG,6,EquipItem,None,None,False
SAAC_DUMBBELL_1,2,EquipItem,None,Dumbbell,False
SAAC_DUMBBELL_2,3,EquipItem,None,Dumbbell,False
SAAC_DUMBBELL_3,4,EquipItem,None,Dumbbell,False
SAAC_DUMBBELL_4,5,EquipItem,None,Dumbbell,False
SAAC_WATCH_1,2,EquipItem,None,Watch,False
SAAC_WATCH_2,4,EquipItem,None,Watch,False
SAAC_WATCH_3,6,EquipItem,None,Watch,False
SAAC_WATCH_4,9,EquipItem,None,Watch,False
SAAC_TICKET_0,1,EquipItem,None,Ticket,False
SAAC_TICKET_1,2,EquipItem,None,Ticket,False
SAAC_TICKET_2,3,EquipItem,None,Ticket,False
SAAC_TICKET_3,4,EquipItem,None,Ticket,False
SAAC_TICKET_4,5,EquipItem,None,Ticket,False
SAAC_TICKET_5,6,EquipItem,None,Ticket,False
SAAC_GIVEAWAY_1,1,EquipItem,None,None,False
SAAC_GIVEAWAY_2,2,EquipItem,None,Glitter,False
SAAC_GIVEAWAY_3,2,EquipItem,None,None,False
SAAC_GIVEAWAY_4,3,EquipItem,None,None,False
SAAC_GIVEAWAY_5,3,EquipItem,None,None,False
SAAC_GIVEAWAY_6,4,EquipItem,None,None,False
SAAC_GIVEAWAY_7,4,EquipItem,None,None,False
SAAC_GIVEAWAY_8,5,EquipItem,None,None,False
SAAC_ABILITY_UP_1,3,EquipItem,None,None,False
SAAC_ABILITY_UP_2,4,EquipItem,None,None,False
SAAC_ABILITY_UP_3,5,EquipItem,None,None,False
SAAC_MASTR_CROWN_1,8,EquipItem,None,None,False
BLADGEAR_MANA00,3,EquipItem,None,None,True
BLADGEAR_MANA01,4,EquipItem,None,None,True
BLADGEAR_SAGL00,3,EquipItem,None,None,True
BLADGEAR_SAGL01,4,EquipItem,None,None,True
BLADGEAR_SAHE00,3,EquipItem,None,None,True
BLADGEAR_SAHE01,4,EquipItem,None,None,True
BLADGEAR_SASH00,3,EquipItem,None,None,True
BLADGEAR_SASH01,4,EquipItem,None,None,True
MANA01_DM,3,EquipItem,None,None,False
MAFA01_DM,3,EquipItem,None,None,False
MARO01_DM,3,EquipItem,None,None,False
SAIN01_DS,3,EquipItem,None,None,False
SAHE01_DS,3,EquipItem,None,None,False
SAGL01_DS,3,EquipItem,None,None,False
SASH01_DS,3,EquipItem,None,None,False
SAAC01_DS,4,EquipItem,None,None,False
SAAC02_DS,4,EquipItem,None,None,False
SAAC03_DS,4,EquipItem,None,None,False
SAAC04_DS,4,EquipItem,None,None,False
SAAC05_DS,4,EquipItem,None,None,False
SAAC06_DS,4,EquipItem,None,None,False
SAAC07_DS,4,EquipItem,None,None,False
SAAC08_DS,4,EquipItem,None,None,False
SAAC09_DS,4,EquipItem,None,None,False
SAAC10_DS,4,EquipItem,None,None,False
SAAC11_DS,4,EquipItem,None,None,False
SAAC12_DS,4,EquipItem,None,None,False
SAAC13_DS,4,EquipItem,None,None,False
SAAC14_DS,5,EquipItem,None,None,False
SAAC15_DS,5,EquipItem,None,None,False
SAAC01_MS,4,EquipItem,None,None,False
SAAC02_MS,4,EquipItem,None,None,False
SAAC03_MS,4,EquipItem,None,None,False
SAAC04_MS,4,EquipItem,None,None,False
SAAC05_MS,4,EquipItem,None,None,False
SAAC06_MS,4,EquipItem,None,None,False
SAAC07_MS,4,EquipItem,None,None,False
SAAC08_MS,4,EquipItem,None,None,False
DIVA_SLOT01_RES,999,None,None,None,False
DIVA_SLOT02_RES,999,None,None,None,False
DIVA_SLOT03_RES,999,None,None,None,False
DIVA_SLOT04_RES,999,None,None,None,False
ITEM_001,9,EquipItem,Weapon,RareM,False
ITEM_002,9,EquipItem,Weapon,RareM,False
ITEM_003,5,EquipItem,Weapon,RareM,True
ITEM_004,5,EquipItem,Weapon,RareM,True
ITEM_005,5,EquipItem,Armor,None,True
ITEM_006,5,EquipItem,None,None,True
ITEM_007,5,EquipItem,None,None,True
ITEM_008,5,EquipItem,None,None,True
ITEM_009,8,EquipItem,None,None,False
ITEM_010,4,EquipItem,None,None,False
ITEM_011,4,EquipItem,None,None,False
ITEM_012,4,EquipItem,None,None,False
ITEM_013,4,EquipItem,None,None,False
ITEM_014,4,EquipItem,None,None,False
ITEM_015,4,EquipItem,None,None,False
KEY_ITEM_C01_LAST_TICKET,1,KeyItem,Ticket,None,False
KEY_ITEM_C01_YARIKOMI_TICKET_1,1,KeyItem,Ticket,None,False
KEY_ITEM_C01_YARIKOMI_TICKET_2,1,KeyItem,Ticket,None,False
KEY_ITEM_C01_YARIKOMI_TICKET_3,1,KeyItem,Ticket,None,False
KEY_ITEM_C01_YARIKOMI_TICKET_4,1,KeyItem,Ticket,None,False
KEY_ITEM_C01_YARIKOMI_TICKET_5,1,KeyItem,Ticket,None,False
KEY_ITEM_C01_YARIKOMI_TICKET_6,1,KeyItem,Ticket,None,False
KEY_ITEM_C01_YARIKOMI_TICKET_7,1,KeyItem,Ticket,None,False
KEY_ITEM_C01_YARIKOMI_TICKET_8,1,KeyItem,Ticket,None,False
