label, Attack, AttackCount, AddSingleStageDamage, AddOverAttackDamage, BP, Hit, SureHit, Hate, Speed, AfterCasterSpeed, AfterTargetSpeed, Attribute, BaseParameter, BeforeGuard, AfterGuard, OverAttack, OverAttackLeft, OverAttackRight, OverAttackSelf, Bump, Limit, HitArea, Penetration, RaceSlayer, Random, ReserveType, ReserveProb, ReserveCancel, TargetType, TargetParty, Trace, TraceDifficulty, Turn, BaseElement, EffectType, EffectParam, AddEffectSequence, AddEffect, AddEffectParam, DisableSelect
THS_WHSSW_B01_EX1, 45, 1, 25, 11, 3, 89, _NOT_SPECIFIED_, 46, 3, 6, 4, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Qui Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 0, 0, 0, 0, Ground, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Chase, 100, 1, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
THS_WHSSW_B02_EX1, 44, 1, 26, 12, 4, 89, 0, 46, -3, 8, 4, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 0, 1, 0, 0, Air, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, Stun InvalidGuard _NOT_SPECIFIED_ _NOT_SPECIFIED_, 50 100 _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
THS_WHSSW_B03_EX1, 43, 1, 25, 11, 3, 89, 0, 46, 4, 6, 4, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Qui Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, InvalidGuard _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, 100 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
THS_WHSSW_B04_EX1, 35, 1, 25, 11, 3, 89, _NOT_SPECIFIED_, 42, -5, 6, 4, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Str Vit, 1, _NOT_SPECIFIED_, 1, 2, 0, 1, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, Confusion _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, 50 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
THS_WHPSW_A01_EX1, 35, 1, 25, 11, 3, 100, _NOT_SPECIFIED_, 42, -1, 6, 4, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 2, 0, 1, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, Defense _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, -10 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
THS_WHPSW_B01_EX1, 47, 1, 26, 12, 4, 92, 0, 47, -1, 8, 4, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, InvalidGuard _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, 100 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
THS_WHPSW_B02_EX1, 35, 1, 25, 11, 3, 92, _NOT_SPECIFIED_, 42, 2, 6, 4, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 2, 1, 0, 0, Air, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 1, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, Paralysis _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, 25 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
THS_WHPSW_B03_EX1, 31, 1, 24, 10, 2, 92, _NOT_SPECIFIED_, 40, 3, 4, 3, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 1, 1, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, Stun _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, 50 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
THS_WHPSW_B04_EX1, 39, 1, 26, 12, 4, 92, _NOT_SPECIFIED_, 44, 2, 8, 4, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 1, 1, 1, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, Magic ChantExtend _NOT_SPECIFIED_ _NOT_SPECIFIED_, -10 50 _NOT_SPECIFIED_ _NOT_SPECIFIED_, B0/Up_Mg_01, Magic _NOT_SPECIFIED_, 10 0, _NOT_SPECIFIED_
OHG_GL000_A01_EX1, 28, 1, 11, 20, 2, 97, _NOT_SPECIFIED_, 22, -2, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 0, 1, 0, 0, Air, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 1, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
OHG_GL000_A01_EX2, 19, 1, 10, 19, 1, 97, _NOT_SPECIFIED_, 19, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 0, 1, 0, 0, Air, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 1, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, B0/Up_Mg_01, Magic _NOT_SPECIFIED_, 10 _NOT_SPECIFIED_, _NOT_SPECIFIED_
OHG_GL000_A02_EX1, 22, 1, 11, 20, 2, 92, _NOT_SPECIFIED_, 20, 2, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 0, 1, 0, 0, Air, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 1, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, HateUp None _NOT_SPECIFIED_ _NOT_SPECIFIED_, 50 0 _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
OHG_GL000_A04_EX1, 21, 1, 11, 20, 2, 92, _NOT_SPECIFIED_, 20, 5, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 2, 1, 0, 0, Air, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 1, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ None _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ 0 _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
OHG_GL000_A05_EX1, 35, 1, 12, 10, 3, 92, _NOT_SPECIFIED_, 24, -2, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Qui Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 0, 0, 0, 0, Ground, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Follow, 100, 1, Other, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, Stun _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, 50 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
OHG_GL000_B01_EX1, 59, 1, 5, 21, 3, 92, 1, 30, 1, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 0, 1, 0, 0, Air, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Counter, 80, 1, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, InvalidGuard _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, 100 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
OHG_GL000_B03_EX1, 33, 1, 13, 22, 4, 92, _NOT_SPECIFIED_, 23, 1, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 1, 1, 0, 0, Air, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 1, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, OverAttackBuff _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, 20 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
OHG_GL000_B04_EX1, 36, 1, 13, 22, 4, 92, _NOT_SPECIFIED_, 24, -3, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 2, 0, 1, 0, 0, Air, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, Attack HateUp _NOT_SPECIFIED_ _NOT_SPECIFIED_, -10 150 _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
OHG_GL000_B05_EX1, 36, 1, 14, 23, 5, 92, _NOT_SPECIFIED_, 24, 1, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 0, 1, 0, 0, Air, 1, Mecha, _NOT_SPECIFIED_, None, 0, 1, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
OHG_GL000_B06_EX1, 25, 1, 12, 21, 3, 92, _NOT_SPECIFIED_, 0, 3, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 3, 1, 0, 0, Air, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 1, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, ChantExtend _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, 50 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
OHG_GL000_B08_EX1, 43, 1, 14, 23, 5, 100, _NOT_SPECIFIED_, 26, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 1, 1, 1, 0, 0, Air, _NOT_SPECIFIED_, Winged, _NOT_SPECIFIED_, None, 0, 1, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
THG_GH000_A01_EX1, 25, 1, 26, 4, 2, 86, _NOT_SPECIFIED_, 37, 1, 4, 3, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 2, 1, 0, 0, Air, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 1, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
THG_GH000_A01_EX2, 41, 1, 27, 5, 3, 86, _NOT_SPECIFIED_, 44, 0, 6, 4, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 1, 1, 1, 0, 0, Air, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 1, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, B0/Up_Mg_01, Magic _NOT_SPECIFIED_, 20 0, _NOT_SPECIFIED_
THG_GH000_A02_EX1, 41, 1, 27, 5, 3, 86, _NOT_SPECIFIED_, 44, 0, 6, 4, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 2, 0, 1, 0, 0, Ground, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 1, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, Speed _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, -8 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
THG_GH000_A03_EX1, 46, 1, 28, 6, 4, 86, _NOT_SPECIFIED_, 46, -3, 8, 4, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, 1, _NOT_SPECIFIED_, 1, 1, 1, 1, 0, 0, Air, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 1, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, HateUp _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, 100 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, B0/Up_Df_01, Defense _NOT_SPECIFIED_, 10 0, _NOT_SPECIFIED_
THG_GH000_A04_EX1, 60, 1, 30, 8, 6, 86, _NOT_SPECIFIED_, 52, -2, 12, 6, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 2, 0, 1, 0, 0, Air, _NOT_SPECIFIED_, Spirit, _NOT_SPECIFIED_, None, 0, 1, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, Defense _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, -10 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
THG_GH000_B01_EX1, 40, 1, 27, 5, 3, 86, _NOT_SPECIFIED_, 44, 2, 6, 4, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 2, 1, 0, 0, Air, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 1, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, B0/Up_At_01, Attack _NOT_SPECIFIED_, 10 0, _NOT_SPECIFIED_
THG_GH000_B02_EX1, 25, 1, 28, 6, 4, 86, _NOT_SPECIFIED_, 37, -1, 8, 4, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 4, 4, 1, 0, 0, Air, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, All, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, None _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
THG_GHMAC_A01_EX1, 39, 1, 26, 4, 2, 86, _NOT_SPECIFIED_, 44, 2, 4, 3, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Qui Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 0, 0, 0, 0, Air, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Chase, 100, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, None _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
THG_GHMAC_B01_EX1, 25, 1, 28, 6, 4, 86, _NOT_SPECIFIED_, 37, -1, 8, 4, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 2, 2, 1, 0, 0, Air, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, All, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, Darkness _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, 50 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
THG_GHMAC_B02_EX1, 56, 6, 28, 6, 4, 86, _NOT_SPECIFIED_, 14, 1, 8, 4, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Vit, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 1, 1, 0, 0, Air, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 1, RandomAll, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, HateUp _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, 100 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
THG_GHFLA_A01_EX1, 93, 1, 6, 6, 4, 86, 1, 66, 2, 8, 4, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Wil, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 0, 1, 0, 0, Air, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Counter, 82, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, InvalidGuard _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, 100 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
THG_GHFLA_B01_EX1, 82, 1, 6, 6, 4, 86, _NOT_SPECIFIED_, 63, -3, 8, 4, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Wil, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 0, 1, 0, 0, Air, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, InterruptStab, 100, 0, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, InvalidGuard _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, 100 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
THG_GHFLA_B02_EX1, 43, 1, 27, 5, 3, 86, _NOT_SPECIFIED_, 46, 1, 6, 4, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Wil, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 2, 2, 1, 0, 0, Air, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 1, Single, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
THG_GHELE_A01_EX1, 20, 1, 27, 5, 3, 86, _NOT_SPECIFIED_, 35, 2, 6, 4, _NOT_SPECIFIED_ _NOT_SPECIFIED_, Tec Wil, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 0, 3, 1, 0, 0, Air, _NOT_SPECIFIED_, Mecha, _NOT_SPECIFIED_, None, 0, 0, All, Target, 0, 0, 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, StunMecha _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, 50 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0, _NOT_SPECIFIED_
