BaseArts,ArtsName,ArtsText,OverAttackFirst,OverAttackLast,BloodArts,InheritArts,Inspiration,Invalid,Magic,MonsterArts,OriginalArts,Rankup,SoulArts
MON_M002_A01a,Rush,(Enemy/Single Target/END) Mech stun chance 50%.,Ru,Sh,False,False,False,False,Flase,True,False,True,False
MON_M002_A02a,Scoop Throw,(Enemy/Single Target/STR) Stun chance 50%.,Scoop,Throw,False,False,False,False,Flase,True,False,True,False
MON_M002_A05a,Porcine Strike,(Enemy/Single Target/STR),Porcine,Strike,False,False,False,False,Flase,True,False,True,False
MON_M002_A04a,Hip Attack,(Enemy/Single Target/STR) Provoke enemy.,Hip,Attack,False,False,False,False,Flase,True,False,True,False
MON_M002_A03a,Reversal Stench,(Enemy/Single Target/INT) Stench chance 100%.,Reversal,Stench,False,False,False,False,Flase,True,False,True,False
MON_M002_A03a_A,Mustard Gas,(Enemy/Single Target/INT) Stench chance 100%.,Mustard,Gas,False,False,False,False,Flase,True,False,True,False
MON_M002_A03a_B,Pursuant Stench,(Enemy/Single Target/INT) Stench chance 100%.,Pursuant,Stench,False,False,False,False,Flase,True,False,True,False
MON_M010_A01a,Low Sweep,(Enemy/Single Target/STR) Stun chance 50%.,Low,Sweep,False,False,False,False,Flase,True,False,True,False
MON_M010_A02a,Flowing Slash,(Enemy/Single Target/STR) Target attack power -10%.,Flowing,Slash,False,False,False,False,Flase,True,False,True,False
MON_M010_B02a,Slice and Dice,(Enemy/Single Target/STR),Slice and,Dice,False,False,False,False,Flase,True,False,True,False
MON_M010_A04a,Moonfall Slash,(Enemy/Single Target/DEX),Moonfall,Slash,False,False,False,False,Flase,True,False,True,False
MON_M011_A01a,Feral Pounce,(Enemy/Single Target/STR) Target defense -10%.,Feral,Pounce,False,False,False,False,Flase,True,False,True,False
MON_M011_B02a,Gliding Spikes,(Enemy/Single Target/STR) Target attack power -10%.,Gliding,Spikes,False,False,False,False,Flase,True,False,True,False
MON_M012_A03a,Capriciousness,(Enemy/Single Target/Antiair/INT),Capricious,Ness,False,False,False,False,Flase,True,False,True,False
MON_M012_A04a,Discipline,(Enemy/Single Target/Antiair/INT),Disci,Pline,False,False,False,False,Flase,True,False,True,False
MON_M021_A01a,Slap,(Enemy/Single Target/STR) Provoke enemy.,Sla,P,False,False,False,False,Flase,True,False,True,False
MON_M021_A02a,Intrusive Chop,(Enemy/Single Target/DEX) Mech stun chance 50%.,Intrusive,Chop,False,False,False,False,Flase,True,False,True,False
MON_M021_A03a,Entrap,(Enemy/Single Target/STR) Stun chance 50%.,Ent,Rap,False,False,False,False,Flase,True,False,True,False
MON_M021_A04a,Boulder Toss,(Enemy/Single Target/Antiair/DEX) Target speed -8%.,Boulder,Toss,False,False,False,False,Flase,True,False,True,False
MON_M021_A05a,Palm Bomb,(Enemy/Single Target/Antiair/INT),Palm,Bomb,False,False,False,False,Flase,True,False,True,False
MON_M022_A02a,Blinding Pollen,(Enemy/All Targets/Antiair/DEX) Darkness chance 50%.,Blinding,Pollen,False,False,False,False,Flase,True,False,True,False
MON_M022_A03a,Star Fixer,(Enemy/Single Target/INT) Paralysis chance 50%. Mech paralysis chance 25%.,Star,Fixer,False,False,False,False,Flase,True,False,True,False
MON_M023_A01a,Nudge,(Enemy/Single Target/STR) Provoke enemy.,Nud,Ge,False,False,False,False,Flase,True,False,True,False
MON_M023_A03a,Pollen,(Enemy/All Targets/DEX) Confusion chance 25%.,Pol,Len,False,False,False,False,Flase,True,False,True,False
MON_M030_A01a,Bite,(Enemy/Single Target/STR),Bi,Te,False,False,False,False,Flase,True,False,True,False
MON_M030_A04a,Crunch,(Enemy/Single Target/STR),Crun,Ch,False,False,False,False,Flase,True,False,True,False
MON_M030_A02a,Poison Fangs,(Enemy/Single Target/STR) Poison chance 75%.,Poison,Fangs,False,False,False,False,Flase,True,False,True,False
MON_M031_A01a,Tear to Shreds,(Enemy/Single Target/STR) Stun chance 50%.,Tear,To Shreds,False,False,False,False,Flase,True,False,True,False
MON_M031_A01a_A,Charging Tear,(Enemy/Single Target/STR) Stun chance 50%.,Charging,Tear,False,False,False,False,Flase,True,False,True,False
MON_M031_A04a,Razor Teeth,(Enemy/Single Target/MOB),Razor,Teeth,False,False,False,False,Flase,True,False,True,False
MON_M031_B01a,Azure Dance,(Enemy/All Targets/Antiground) Distract chance 50%. Target spell power -10%.,Azure,Dance,False,False,False,False,Flase,True,False,True,False
MON_M032_A01a,Frigid Veil,(Enemy/Single Target/Guaranteed Hit/DEX),Frigid,Veil,False,False,False,False,Flase,True,False,True,False
MON_M032_A01a_A,Frigid Spear,(Enemy/Single Target/STR),Frigid,Spear,False,False,False,False,Flase,True,False,True,False
MON_M032_A02a,Rising Thrust,(Enemy/Single Target/STR) Mech stun chance 50%.,Rising,Thrust,False,False,False,False,Flase,True,False,True,False
MON_M032_B01a,Scuffle,(Enemy/Single Target/STR) Target spell power -30%.,Scuf,Fle,False,False,False,False,Flase,True,False,True,False
MON_M032_B02a,Headbutt,(Enemy/Single Target/DEX) Stun chance 75%.,Head,Butt,False,False,False,False,Flase,True,False,True,False
MON_M040_A01a,Hammer Blow,(Enemy/Single Target/STR) Stun chance 25%.,Hammer,Blow,False,False,False,False,Flase,True,False,True,False
MON_M040_A03a,Counterkick,(Enemy/Single Target/Guaranteed Hit/DEX),Counter,Kick,False,False,False,False,Flase,True,False,True,False
MON_M040_A04a,Amphibian Assault,(Enemy/Single Target/STR) Stun chance 50%.,Amphibian,Assault,False,False,False,False,Flase,True,False,True,False
MON_M040_B02a,Cyclone Squeeze,(Enemy/Single Target/INT) Stun chance 50%.,Cyclone,Squeeze,False,False,False,False,Flase,True,False,True,False
MON_M041_A02a,Tentacle,(Enemy/Single Target/STR),Ten,Tacle,False,False,False,False,Flase,True,False,True,False
MON_M041_B01a,Ink,(Enemy/Random Target/Antiair/INT) Darkness chance 50%.,In,K,False,False,False,False,Flase,True,False,True,False
MON_M041_B01a_A,Noxious Ink,(Enemy/Random Target/Antiair/INT) Darkness chance 75%. Stench chance 75%.,Noxious,Ink,False,False,False,False,Flase,True,False,True,False
MON_M041_B03a,Tiger Rampage,(Enemy/Random Target/STR),Tiger,Rampage,False,False,False,False,Flase,True,False,True,False
MON_M042_A02a,Pick,(Enemy/Single Target/STR),P,Ick,False,False,False,False,Flase,True,False,True,False
MON_M042_A03a,Pinpoint Breath,(Enemy/Single Target/INT),Pinpoint,Breath,False,False,False,False,Flase,True,False,True,False
MON_M042_A01a,Putrid Breath,(Enemy/Single Target/INT) Stench chance 50%.,Putrid,Breath,False,False,False,False,Flase,True,False,True,False
MON_M042_A04a,Painful Bite,(Enemy/Single Target/DEX) Stun chance 50%.,Painful,Bite,False,False,False,False,Flase,True,False,True,False
MON_M050_A06a,Goop,(Enemy/Single Target/INT) Stench chance 50%.,Go,Op,False,False,False,False,Flase,True,False,True,False
MON_M050_B02a,Squall,(Enemy/All Targets/Guaranteed Hit/INT),Squ,All,False,False,False,False,Flase,True,False,True,False
MON_M051_A01a,Melt,(Enemy/Single Target/INT) Target defense -10%.,Mel,T,False,False,False,False,Flase,True,False,True,False
MON_M051_B01a,Paralyzing Punch,(Enemy/Single Target/STR) Paralysis chance 50%. Mech paralysis chance 25%.,Paralyzing,Punch,False,False,False,False,Flase,True,False,True,False
MON_M051_B02a,Ambush,(Enemy/Single Target/MOB) Sudden death chance 50%.,Am,Bush,False,False,False,False,Flase,True,False,True,False
MON_M052_A01a,Tackle,(Enemy/Single Target/END),Tack,Le,False,False,False,False,Flase,True,False,True,False
MON_M052_B02a,Seven Blades,(Enemy/Random Target/STR),Seven,Blades,False,False,False,False,Flase,True,False,True,False
MON_M070_A01a,Topple,(Enemy/Single Target/Antiground/END),Top,Ple,False,False,False,False,Flase,True,False,True,False
MON_M070_A02a,Needles,(Enemy/Single Target/STR) Stun chance 50%.,Need,Les,False,False,False,False,Flase,True,False,True,False
MON_M070_A03a,Boulder Slam,(Enemy/Single Target/Antiground/END) Mech stun chance 50%.,Boulder,Slam,False,False,False,False,Flase,True,False,True,False
MON_M070_A04a,Hidden Attack,(Enemy/Single Target/MOB),Hidden,Attack,False,False,False,False,Flase,True,False,True,False
MON_M071_A02a,Slash,(Enemy/Single Target/STR),Sl,Ash,False,False,False,False,Flase,True,False,True,False
MON_M071_A03a,Legbreaker,(Enemy/Single Target/STR) Target speed -8%.,Leg,Breaker,False,False,False,False,Flase,True,False,True,False
MON_M071_B01a,Wild Pierce,(Enemy/All Targets/STR) Target attack power -10%.,Wild,Pierce,False,False,False,False,Flase,True,False,True,False
MON_M072_A01a,Sonic Blade,(Enemy/Single Target/Antiair/DEX),Sonic,Blade,False,False,False,False,Flase,True,False,True,False
MON_M072_B03a,Hell Claw,(Enemy/Single Target/DEX) Poison chance 75%.,Hell,Claw,False,False,False,False,Flase,True,False,True,False
MON_M072_B03a_A,Infernal Claw,(Enemy/Single Target/DEX) Poison chance 50%.,Infernal,Claw,False,False,False,False,Flase,True,False,True,False
MON_M072_B01a,Reaper's Scythe,(Enemy/Single Target/STR) Sudden death chance 50%.,Reaper's,Scythe,False,False,False,False,Flase,True,False,True,False
MON_M080_A01a,Scratch,(Enemy/Single Target/Antiair/STR),Scrat,Ch,False,False,False,False,Flase,True,False,True,False
MON_M080_A05a,Blind,(Enemy/Single Target/Antiair/STR) Darkness chance 50%.,Bli,Nd,False,False,False,False,Flase,True,False,True,False
MON_M080_A04a,Swoop,(Enemy/Single Target/Antiair/END) Stun chance 50%.,Swo,Op,False,False,False,False,Flase,True,False,True,False
MON_M080_A03a,Feather Shot,(Enemy/Single Target/Antiair/INT),Feather,Shot,False,False,False,False,Flase,True,False,True,False
MON_M081_A01a,Cranium Tackle,(Enemy/Single Target/Antiair/END) Mech stun chance 25%.,Cranium,Tackle,False,False,False,False,Flase,True,False,True,False
MON_M081_A01a_A,GET BENT CHUMP!,(Enemy/Single Target/Antiair/END) Mech stun chance 25%.,GET BENT,CHUMP!,False,False,False,False,Flase,True,False,True,False
MON_M081_A05a,Gaping Maw,(Enemy/Single Target/Antiair/STR) Stench chance 50%.,Gaping,Maw,False,False,False,False,Flase,True,False,True,False
MON_M081_A05a_A,TO HELL WITH YOU!,(Enemy/Single Target/Antiair/STR) Stench chance 100%.,TO HELL,WITH YOU!,False,False,False,False,Flase,True,False,True,False
MON_M081_A03a,Ultrasonic Wave,(Enemy/Single Target/Antiair/INT),Ultrasonic,Wave,False,False,False,False,Flase,True,False,True,False
MON_M081_A03a_A,LET'S GET DANGEROUS!,(Enemy/Single Target/Antiair/INT),LET'S GET,DANGEROUS!,False,False,False,False,Flase,True,False,True,False
MON_M082_A03a,Interrupting Tackle,(Enemy/Single Target/Antiair/DEX),Interrupting,Tackle,False,False,False,False,Flase,True,False,True,False
MON_M082_A02a,Poke,(Enemy/Single Target/Antiair/STR),Po,Ke,False,False,False,False,Flase,True,False,True,False
MON_M090_A04a,Blaster,(Enemy/Single Target/Antiair/INT),Bla,Ster,False,False,False,False,Flase,True,False,True,False
MON_M090_A01a,Elemental Salvo,(Ally/Single Target) Hasten chanting by 1 turn.,Elemental,Salvo,False,False,False,False,Flase,True,False,True,False
MON_M090_A02a,Elemental Blessing,(Ally/Single Target) Target spell power +20%.,Elemental,Blessing,False,False,False,False,Flase,True,False,True,False
MON_M100_A01a,Thrust,(Enemy/Single Target/STR),Thru,St,False,False,False,False,Flase,True,False,True,False
MON_M100_B01a,Aerial Slash,(Enemy/All Targets/Antiair/DEX),Aerial,Slash,False,False,False,False,Flase,True,False,True,False
MON_M100_B01a_A,Cross Sever,(Enemy/All Targets/Antiair/STR),Cross,Sever,False,False,False,False,Flase,True,False,True,False
MON_M100_B02a,Demonic Scratch,(Enemy/Single Target/STR) Sudden death chance 50%.,Demonic,Scratch,False,False,False,False,Flase,True,False,True,False
MON_M101_A01a,Scratch,(Enemy/Single Target/STR),Scr,Atch,False,False,False,False,Flase,True,False,True,False
MON_M101_A04a,Heel Slash,(Enemy/Single Target/STR),Heel,Slash,False,False,False,False,Flase,True,False,True,False
MON_M101_A02a,Feather Slash,(Enemy/Single Target/Antiair/DEX),Feather,Slash,False,False,False,False,Flase,True,False,True,False
MON_M101_B01a,Dance of Feathers,(Enemy/Single Target/Guaranteed Hit/MOB),Dance of,Feathers,False,False,False,False,Flase,True,False,True,False
MON_M102_A03a,Riposte,(Enemy/Single Target/STR) Stun chance 50%.,Rip,Oste,False,False,False,False,Flase,True,False,True,False
MON_M102_A08a,Rising Slash,(Enemy/Single Target/STR) Mech stun chance 25%.,Rising,Slash,False,False,False,False,Flase,True,False,True,False
MON_M102_A04a,Crippling Gaze,(Enemy/Single Target/Antiair) Paralysis chance 50%.,Crippling,Gaze,False,False,False,False,Flase,True,False,True,False
MON_M102_A06a,Gaze of Death,(Enemy/Single Target/Antiair) Sudden death chance 50%.,Gaze of,Death,False,False,False,False,Flase,True,False,True,False
MON_M102_A01a,Confusing Gaze,(Enemy/Single Target/Antiair) Confusion chance 50%.,Confusing,Gaze,False,False,False,False,Flase,True,False,True,False
MON_M102_A07a,Throw Sword,(Enemy/Single Target/Antiair/DEX),Throw,Sword,False,False,False,False,Flase,True,False,True,False
EN_M000_A02a,Savoring Slash,(Enemy/Single Target/STR) Target speed -8%.,Savoring,Slash,False,False,False,False,Flase,False,False,False,False
EN_M000_A01a,Thundersmash,(Enemy/Single Target/STR) Mech stun chance 50%.,Thunder,Smash,False,False,False,False,Flase,False,False,False,False
EN_M000_A01a_Tri,Tri-Smash,,Tri-,Smash,False,False,False,False,Flase,False,False,False,False
EN_M000_A03a,Shadowbite,(Enemy/Single Target/DEX),Shadow,Bite,False,False,False,False,Flase,False,False,False,False
EN_M000_A04a,Fanged Reversal,(Enemy/Single Target/DEX),Fanged,Reversal,False,False,False,False,Flase,False,False,False,False
EN_M000_A05a,Fang Frenzy,(Enemy/Single Target/DEX),Fang,Frenzy,False,False,False,False,Flase,False,False,False,False
EN_M001_A01a,Covering Action,(Ally/Other) Take an attack intended for another ally. Reduces damage taken.,Covering,Action,False,False,False,False,Flase,False,False,False,False
EN_M001_A02a,Break Armor,(Enemy/Single Target/STR) Target defense -10%.,Break,Armor,False,False,False,False,Flase,False,False,False,False
EN_M001_A02a_Tri,Tri-Break,,Tri-,Break,False,False,False,False,Flase,False,False,False,False
EN_M001_A03a,Shout,,Sho,Ut,False,False,False,False,Flase,False,False,False,False
EN_M001_A04a,Break Counter,(Enemy/Single Target/Guaranteed Hit/DEX) Target defense -20%.,Break,Counter,False,False,False,False,Flase,False,False,False,False
EN_M001_B01a,Blaze,,Bla,Ze,False,False,False,False,Flase,False,False,False,False
EN_M002_A01a,Rush,(Enemy/Single Target/END) Mech stun chance 50%.,Ru,Sh,False,False,False,False,Flase,False,False,False,False
EN_M002_A02a,Scoop Throw,(Enemy/Single Target/STR) Stun chance 50%.,Scoop,Throw,False,False,False,False,Flase,False,False,False,False
EN_M002_A05a,Porcine Strike,(Enemy/Single Target/STR),Porcine,Strike,False,False,False,False,Flase,False,False,False,False
EN_M002_A05a_Tri,Tri-Strike,,Tri-,Strike,False,False,False,False,Flase,False,False,False,False
EN_M002_A04a,Hip Attack,(Enemy/Single Target/STR) Provoke enemy.,Hip,Attack,False,False,False,False,Flase,False,False,False,False
EN_M002_A03a,Reversal Stench,(Enemy/Single Target/INT) Stench chance 100%.,Reversal,Stench,False,False,False,False,Flase,False,False,False,False
EN_M002_A03a_A,Mustard Gas,(Enemy/Single Target/INT) Stench chance 100%.,Mustard,Gas,False,False,False,False,Flase,False,False,False,False
EN_M002_A03a_B,Pursuant Stench,(Enemy/Single Target/INT) Stench chance 100%.,Pursuant,Stench,False,False,False,False,Flase,False,False,False,False
EN_M010_A01a,Low Sweep,(Enemy/Single Target/STR) Stun chance 50%.,Low,Sweep,False,False,False,False,Flase,False,False,False,False
EN_M010_A02a,Flowing Slash,(Enemy/Single Target/STR) Target attack power -10%.,Flowing,Slash,False,False,False,False,Flase,False,False,False,False
EN_M010_B02a,Slice and Dice,(Enemy/Single Target/STR),Slice and,Dice,False,False,False,False,Flase,False,False,False,False
EN_M010_A04a,Moonfall Slash,(Enemy/Single Target/DEX),Moonfall,Slash,False,False,False,False,Flase,False,False,False,False
EN_M010_B01a,Airwave,,Air,Wave,False,False,False,False,Flase,False,False,False,False
EN_M010_B01a_A,Deathwave,,Death,Wave,False,False,False,False,Flase,False,False,False,False
EN_M010_A03a,Sword Barrier,,Sword,Barrier,False,False,False,False,Flase,False,False,False,False
EN_M011_A01a,Feral Pounce,(Enemy/Single Target/STR) Target defense -10%.,Feral,Pounce,False,False,False,False,Flase,False,False,False,False
EN_M011_A01a_A,Grand Pounce,,Grand,Pounce,False,False,False,False,Flase,False,False,False,False
EN_M011_A01a_B,Terra Fang,,Terra,Fang,False,False,False,False,Flase,False,False,False,False
EN_M011_B01a,Howl,,H,Owl,False,False,False,False,Flase,False,False,False,False
EN_M011_B01a_A,Great Howl,,Great,Howl,False,False,False,False,Flase,False,False,False,False
EN_M011_B01a_B,Autumn Wind,,Autumn,Wind,False,False,False,False,Flase,False,False,False,False
EN_M011_B01a_C,Bewildering Howl,,Bewildering,Howl,False,False,False,False,Flase,False,False,False,False
EN_M011_B01a_D,Withering Howl,,Withering,Howl,False,False,False,False,Flase,False,False,False,False
EN_M011_B01a_E,Paralyzing Howl,,Paralyzing,Howl,False,False,False,False,Flase,False,False,False,False
EN_M011_B01a_F,Deathly Howl,,Deathly,Howl,False,False,False,False,Flase,False,False,False,False
EN_M011_B02a,Gliding Spikes,(Enemy/Single Target/STR) Target attack power -10%.,Gliding,Spikes,False,False,False,False,Flase,False,False,False,False
EN_M011_B02a_A,Grand Spikes,,Grand,Spikes,False,False,False,False,Flase,False,False,False,False
EN_M011_B03a,Flame Blast,,Flame,Blast,False,False,False,False,Flase,False,False,False,False
EN_M011_B03a_A,Flame Eruption,,Flame,Eruption,False,False,False,False,Flase,False,False,False,False
EN_M011_B04a,Frost Blast,,Frost,Blast,False,False,False,False,Flase,False,False,False,False
EN_M011_B04a_A,Frost Eruption,,Frost,Eruption,False,False,False,False,Flase,False,False,False,False
EN_M011_B05a,Lightning Blast,,Lightning,Blast,False,False,False,False,Flase,False,False,False,False
EN_M011_B05a_A,Lightning Eruption,,Lightning,Eruption,False,False,False,False,Flase,False,False,False,False
EN_M012_A01a,Invocation,,Invo,Cation,False,False,False,False,Flase,False,False,False,False
EN_M012_A02a,Exhalation,,Exha,Lation,False,False,False,False,Flase,False,False,False,False
EN_M012_B01a,Reprisal,,Repri,Sal,False,False,False,False,Flase,False,False,False,False
EN_M012_A03a,Capriciousness,(Enemy/Single Target/Antiair/INT),Capricious,Ness,False,False,False,False,Flase,False,False,False,False
EN_M012_A04a,Discipline,(Enemy/Single Target/Antiair/INT),Disci,Pline,False,False,False,False,Flase,False,False,False,False
EN_M021_A01a,Slap,(Enemy/Single Target/STR) Provoke enemy.,Sla,P,False,False,False,False,Flase,False,False,False,False
EN_M021_A01a_Tri,Tri-Slap,,Tri-,Slap,False,False,False,False,Flase,False,False,False,False
EN_M021_A02a,Intrusive Chop,(Enemy/Single Target/DEX) Mech stun chance 50%.,Intrusive,Chop,False,False,False,False,Flase,False,False,False,False
EN_M021_A03a,Entrap,(Enemy/Single Target/STR) Stun chance 50%.,Ent,Rap,False,False,False,False,Flase,False,False,False,False
EN_M021_A04a,Boulder Toss,(Enemy/Single Target/Antiair/DEX) Target speed -8%.,Boulder,Toss,False,False,False,False,Flase,False,False,False,False
EN_M021_A05a,Palm Bomb,(Enemy/Single Target/Antiair/INT),Palm,Bomb,False,False,False,False,Flase,False,False,False,False
EN_M021_A05a_Tri,Tri-Bomber,,Tri-,Bomber,False,False,False,False,Flase,False,False,False,False
EN_M021_B01a,Sandstorm,,Sand,Storm,False,False,False,False,Flase,False,False,False,False
EN_M021_B02a,Harvest Explosion,,Harvest,Explosion,False,False,False,False,Flase,False,False,False,False
EN_M022_B01a,Heat Wave,,Heat,Wave,False,False,False,False,Flase,False,False,False,False
EN_M022_A02a,Blinding Pollen,(Enemy/All Targets/Antiair/DEX) Darkness chance 50%.,Blinding,Pollen,False,False,False,False,Flase,False,False,False,False
EN_M022_A01a,Sunshine,,Sun,Shine,False,False,False,False,Flase,False,False,False,False
EN_M022_A03a,Star Fixer,(Enemy/Single Target/INT) Paralysis chance 50%. Mech paralysis chance 25%.,Star,Fixer,False,False,False,False,Flase,False,False,False,False
EN_M022_A03a_Tri,Tri-Fixer,,Tri-,Fixer,False,False,False,False,Flase,False,False,False,False
EN_M022_B02a,Daybreak,,Day,Break,False,False,False,False,Flase,False,False,False,False
EN_M023_A01a,Nudge,(Enemy/Single Target/STR) Provoke enemy.,Nud,Ge,False,False,False,False,Flase,False,False,False,False
EN_M023_A04a,Absorb HP,,Absorb,HP,False,False,False,False,Flase,False,False,False,False
EN_M023_B01a,Shriek,,Shri,Ek,False,False,False,False,Flase,False,False,False,False
EN_M023_A03a,Pollen,(Enemy/All Targets/DEX) Confusion chance 25%.,Pol,Len,False,False,False,False,Flase,False,False,False,False
EN_M023_A02a,Hypnosis,,Hyp,Nosis,False,False,False,False,Flase,False,False,False,False
EN_M030_A01a,Bite,(Enemy/Single Target/STR),Bi,Te,False,False,False,False,Flase,False,False,False,False
EN_M030_A04a,Crunch,(Enemy/Single Target/STR),Crun,Ch,False,False,False,False,Flase,False,False,False,False
EN_M030_A02a,Poison Fangs,(Enemy/Single Target/STR) Poison chance 75%.,Poison,Fangs,False,False,False,False,Flase,False,False,False,False
EN_M030_A02a_Tri,Tri-Venom,,Tri-,Venom,False,False,False,False,Flase,False,False,False,False
EN_M030_A03a,Petrification Fangs,,Petrification,Fangs,False,False,False,False,Flase,False,False,False,False
EN_M030_A03a_Heavy,Mega-Petrification,,Mega-,Petrification,False,False,False,False,Flase,False,False,False,False
EN_M030_A05a,Steelcrusher,,Steel,Crusher,False,False,False,False,Flase,False,False,False,False
EN_M031_A01a,Tear to Shreds,(Enemy/Single Target/STR) Stun chance 50%.,Tear,To Shreds,False,False,False,False,Flase,False,False,False,False
EN_M031_A01a_A,Charging Tear,(Enemy/Single Target/STR) Stun chance 50%.,Charging,Tear,False,False,False,False,Flase,False,False,False,False
EN_M031_A03a,Fang Salvo,,Fang,Salvo,False,False,False,False,Flase,False,False,False,False
EN_M031_A03a_A,Fang Tailwind,,Fang,Tailwind,False,False,False,False,Flase,False,False,False,False
EN_M031_A04a,Razor Teeth,(Enemy/Single Target/MOB),Razor,Teeth,False,False,False,False,Flase,False,False,False,False
EN_M031_B01a,Azure Dance,(Enemy/All Targets/Antiground) Distract chance 50%. Target spell power -10%.,Azure,Dance,False,False,False,False,Flase,False,False,False,False
EN_M031_A02a,Caterwaul,,Cater,Waul,False,False,False,False,Flase,False,False,False,False
EN_M032_A01a,Frigid Veil,(Enemy/Single Target/Guaranteed Hit/DEX),Frigid,Veil,False,False,False,False,Flase,False,False,False,False
EN_M032_A01a_A,Frigid Spear,(Enemy/Single Target/STR),Frigid,Spear,False,False,False,False,Flase,False,False,False,False
EN_M032_A02a,Rising Thrust,(Enemy/Single Target/STR) Mech stun chance 50%.,Rising,Thrust,False,False,False,False,Flase,False,False,False,False
EN_M032_B01a,Scuffle,(Enemy/Single Target/STR) Target spell power -30%.,Scuf,Fle,False,False,False,False,Flase,False,False,False,False
EN_M032_B01a_A,Ruckus,(Enemy/Single Target/STR) Target spell power -30%. Own speed +24%.,Ruck,Us,False,False,False,False,Flase,False,False,False,False
EN_M032_B03a,Thunderclap,,Thunder,Clap,False,False,False,False,Flase,False,False,False,False
EN_M032_B02a,Headbutt,(Enemy/Single Target/DEX) Stun chance 75%.,Head,Butt,False,False,False,False,Flase,False,False,False,False
EN_M032_B02a_A,Clobber,,Clob,Ber,False,False,False,False,Flase,False,False,False,False
EN_M040_A01a,Hammer Blow,(Enemy/Single Target/STR) Stun chance 25%.,Hammer,Blow,False,False,False,False,Flase,False,False,False,False
EN_M040_A01a_A,Shockless Hammer,,Shock,Hammer,False,False,False,False,Flase,False,False,False,False
EN_M040_A02a,Welcoming Dance,,Welcoming,Dance,False,False,False,False,Flase,False,False,False,False
EN_M040_A02a_A,Welcoming Dance,,Welcoming,Dance,False,False,False,False,Flase,False,False,False,False
EN_M040_A05a,Eerie Dance,,Eerie,Dance,False,False,False,False,Flase,False,False,False,False
EN_M040_A05a_A,Eerie Dance,,Eerie,Dance,False,False,False,False,Flase,False,False,False,False
EN_M040_A03a,Counterkick,(Enemy/Single Target/Guaranteed Hit/DEX),Counter,Kick,False,False,False,False,Flase,False,False,False,False
EN_M040_A03a_A,Chain Kick,,Chain,Kick,False,False,False,False,Flase,False,False,False,False
EN_M040_A04a,Amphibian Assault,(Enemy/Single Target/STR) Stun chance 50%.,Amphibian,Assault,False,False,False,False,Flase,False,False,False,False
EN_M040_A04a_A,Amphibian Panic,,Amphibian,Panic,False,False,False,False,Flase,False,False,False,False
EN_M040_B01a,Amphibian Rain,,Amphibian,Rain,False,False,False,False,Flase,False,False,False,False
EN_M040_B02a,Cyclone Squeeze,(Enemy/Single Target/INT) Stun chance 50%.,Cyclone,Squeeze,False,False,False,False,Flase,False,False,False,False
EN_M041_A02a,Tentacle,(Enemy/Single Target/STR),Ten,Tacle,False,False,False,False,Flase,False,False,False,False
EN_M041_A02a_A,Squirming Tentacles,,Squirm,Tentacle,False,False,False,False,Flase,False,False,False,False
EN_M041_A01a,Squirm,,Squ,Irm,False,False,False,False,Flase,False,False,False,False
EN_M041_B02a,Maelstrom,,Mael,Strom,False,False,False,False,Flase,False,False,False,False
EN_M041_B02a_A,Cleansing Wave,,Cleansing,Wave,False,False,False,False,Flase,False,False,False,False
EN_M041_B01a,Ink,(Enemy/Random Target/Antiair/INT) Darkness chance 50%.,In,K,False,False,False,False,Flase,False,False,False,False
EN_M041_B01a_A,Noxious Ink,(Enemy/Random Target/Antiair/INT) Darkness chance 75%. Stench chance 75%.,Noxious,Ink,False,False,False,False,Flase,False,False,False,False
EN_M041_B03a,Tiger Rampage,(Enemy/Random Target/STR),Tiger,Rampage,False,False,False,False,Flase,False,False,False,False
EN_M042_A02a,Pick,(Enemy/Single Target/STR),P,Ick,False,False,False,False,Flase,False,False,False,False
EN_M042_A02a_A,Stone Pick,,Stone,Pick,False,False,False,False,Flase,False,False,False,False
EN_M042_A03a,Pinpoint Breath,(Enemy/Single Target/INT),Pinpoint,Breath,False,False,False,False,Flase,False,False,False,False
EN_M042_A05a,Seismic Wave,,Seismic,Wave,False,False,False,False,Flase,False,False,False,False
EN_M042_A01a,Putrid Breath,(Enemy/Single Target/INT) Stench chance 50%.,Putrid,Breath,False,False,False,False,Flase,False,False,False,False
EN_M042_A04a,Painful Bite,(Enemy/Single Target/DEX) Stun chance 50%.,Painful,Bite,False,False,False,False,Flase,False,False,False,False
EN_M042_A04a_Tri,Tri-Bite,,Tri-,Bite,False,False,False,False,Flase,False,False,False,False
EN_M042_A06a,Petrifying Gas,,Petrifying,Gas,False,False,False,False,Flase,False,False,False,False
EN_M050_A02a,Gelatinous Barrier,,Gelatinous,Barrier,False,False,False,False,Flase,False,False,False,False
EN_M050_A06a,Goop,(Enemy/Single Target/INT) Stench chance 50%.,Go,Op,False,False,False,False,Flase,False,False,False,False
EN_M050_B01a,Acid Spray,,Acid,Spray,False,False,False,False,Flase,False,False,False,False
EN_M050_B01a_A,Acid Junction,,Acid,Junction,False,False,False,False,Flase,False,False,False,False
EN_M050_B02a,Squall,(Enemy/All Targets/Guaranteed Hit/INT),Squ,All,False,False,False,False,Flase,False,False,False,False
EN_M050_B03a,Lightning Pierce,,Lightning,Pierce,False,False,False,False,Flase,False,False,False,False
