label,Attack,AttackCount,AddSingleStageDamage,AddOverAttackDamage,BP,Hit,SureHit,Hate,Speed,AfterCasterSpeed,AfterTargetSpeed,Attribute,BaseParameter,BeforeGuard,AfterGuard,OverAttack,OverAttackLeft,OverAttackRight,OverAttackSelf,Bump,Limit,HitArea,Penetration,RaceSlayer,Random,ReserveType,ReserveProb,ReserveCancel,TargetType,TargetParty,Trace,TraceDifficulty,Turn,BaseElement,EffectType,EffectParam,AddEffectSequence,AddEffect,AddEffectParam,DisableSelect
ARTS_007_UN,14,1,25,13,1,50, None,24,1,2,2, None  None,Wil Vit, None, None,1,0,1,1,0,0,Air, None, None,95,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
ARTS_008_UN,14,1,25,13,1,50, None,24,1,2,2, None  None,Wil Vit, None, None,1,0,1,1,0,0,Air, None, None,95,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
ARTS_009_UN,14,1,25,13,1,50, None,24,1,2,2, None  None,Wil Vit, None, None,1,0,1,1,0,0,Air, None, None,95,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
ARTS_010_UN,14,1,25,13,1,50, None,24,1,2,2, None  None,Wil Vit, None, None,1,0,1,1,0,0,Air, None, None,95,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
ARTS_011_UN,14,1,25,13,1,50, None,24,1,2,2, None  None,Wil Vit, None, None,1,0,1,1,0,0,Air, None, None,95,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
ARTS_012_UN,14,1,25,13,1,50, None,24,1,2,2, None  None,Wil Vit, None, None,1,0,1,1,0,0,Air, None, None,95,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
ARTS_013_UN,14,1,25,13,1,50, None,24,1,2,2, None  None,Wil Vit, None, None,1,0,1,1,0,0,Air, None, None,95,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
ARTS_014_UN,14,1,25,13,1,50, None,24,1,2,2, None  None,Wil Vit, None, None,1,0,1,1,0,0,Air, None, None,95,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
ARTS_015_UN,14,1,25,13,1,50, None,24,1,2,2, None  None,Wil Vit, None, None,1,0,1,1,0,0,Air, None, None,95,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
ARTS_016_UN,14,1,25,13,1,50, None,24,1,2,2, None  None,Wil Vit, None, None,1,0,1,1,0,0,Air, None, None,95,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
ARTS_017_UN,14,1,25,13,1,50, None,24,1,2,2, None  None,Wil Vit, None, None,1,0,1,1,0,0,Air, None, None,95,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
ARTS_018_UN,14,1,25,13,1,50, None,24,1,2,2, None  None,Wil Vit, None, None,1,0,1,1,0,0,Air, None, None,95,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
ARTS_019_UN,14,1,25,13,1,50, None,24,1,2,2, None  None,Wil Vit, None, None,1,0,1,1,0,0,Air, None, None,95,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
ARTS_020_UN,14,1,25,13,1,50, None,24,1,2,2, None  None,Wil Vit, None, None,1,0,1,1,0,0,Air, None, None,95,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
SOUL_E_M0700_A,30,1,11,20,2,95, None,22,0,0,0, None  None,Qui Vit, None, None,1,0,0,0,0,0, None, None, None, None,Chase,100,0,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
SOUL_E_M0000_A,26,1,11,20,2,94, None,44,-2,0,0, None  None,Str Vit,1, None,1,1,0,1,1,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None,HateUp  None  None  None,100  None  None  None, None, None  None,0 0, None
SOUL_E_M0310_A,100,1,12,21,3,0, None,0,3,0,0, None  None, None  None, None, None,0,0,0,0,0,0, None, None, None, None,Parry,75,0,Self,Caster,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0,1
SOUL_E_M0720_A,33,1,12,21,3,95, None,23,4,0,0, None  None,Qui Vit, None,1,1,0,1,1,0,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
SOUL_E_M1000_A,60,1,5,21,3,95,1,30,1,0,0, None  None,Tec Vit, None, None,1,0,0,1,0,0, None, None, None, None,Counter,80,0,Single,Target,0,0,0, None  None  None,InvalidGuard  None  None  None,100  None  None  None, None, None  None,0 0, None
SOUL_E_M0520_A,48,1,15,24,5,95, None,27,1,0,0, None  None,Str Vit, None, None,1,3,3,1,0,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None,Darkness  None  None  None,50  None  None  None, None, None  None,0 0, None
SOUL_E_M1020_A,36,1,25,11,3,89, None,42,1,6,4, None  None,Str Vit, None, None,1,0,1,1,0,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None,Stun  None  None  None,50  None  None  None, None, None  None,0 0, None
SOUL_E_M0100_A,39,1,25,11,3,89, None,44,2,6,4, None  None,Str Vit, None,1,1,0,1,1,0,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None,None  None  None  None,0  None  None  None, None, None  None,0 0, None
SOUL_E_M0010_A,75,1,26,12,4,0, None,0,-4,0,0, None  None, None  None, None, None,0,0,0,0,0,0, None, None, None, None,Protect,100,0,Other,Caster,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0,1
SOUL_E_M0210_A,51,1,27,13,5,89, None,49,1,10,5, None  None,Str Vit, None, None,1,2,0,1,0,0, None, None,Plant, None,None,0,0,Single,Target,0,0,0, None  None  None,None  None  None  None,0  None  None  None, None, None  None,0 0, None
SOUL_E_M0410_A,21,1,25,11,3,88, None,35,1,6,4, None  None,Str Wil, None, None,1,1,1,1,1,0, None, None, None, None,None,0,0,All,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
SOUL_E_M2200_A,13,1,24,10,2,89, None,23,4,4,3, None  None,Str Wil, None, None,1,0,2,1,0,0, None, None, None, None,None,0,0,All,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
SOUL_E_M0800_A,26,1,11,20,2,97,0,22,1,0,0, None  None,Tec Vit, None, None,1,0,0,1,0,0,Air, None,Winged, None,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
SOUL_E_M0120_A,60,1,5,21,3,92,1,30,-1,0,0, None  None,Tec Vit, None, None,1,0,0,1,0,0,Air, None, None, None,Counter,80,0,Single,Target,0,0,0, None  None  None, None InvalidGuard  None  None, None 100  None  None, None, None  None,0 0, None
SOUL_E_M0300_A,32,1,12,21,3,92, None,23,-3,0,0, None  None,Tec Vit,1, None,1,1,0,1,0,0,Ground, None, None, None,None,0,1,Single,Target,0,0,0, None  None  None,Stun  None  None  None,50  None  None  None, None, None  None,0 0, None
SOUL_E_M0510_A,20,1,11,20,2,92, None,20,1,0,0, None  None,Tec Vit, None, None,1,0,0,0,0,0,Air, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None,Attack InvalidGuard  None  None,-10 100  None  None, None, None  None,0 0, None
SOUL_E_M0820_A,28,1,11,20,2,100, None,22,1,0,0, None  None,Qui Vit, None, None,1,0,0,0,0,0,Air, None, None, None,Chase,100,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
SOUL_E_M2100_A,34,1,13,22,4,100, None,24,2,0,0, None  None,Tec Vit, None,1,1,1,1,1,0,0,Air, None, None, None,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None,B0/Up_At_01,Attack  None,20 0, None
SOUL_E_M0230_A,30,1,25,3,1,86, None,38,1,2,2, None  None,Tec Vit, None, None,1,0,0,1,0,0,Air, None, None, None,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
SOUL_E_M0320_A,39,1,27,5,3,86, None,44,2,6,4, None  None,Tec Vit, None,1,1,0,2,1,0,0,Air, None, None, None,None,0,1,Single,Target,0,0,0, None  None  None,Stun  None  None  None,50  None  None  None, None, None  None,0 0, None
SOUL_E_M0220_A,34,1,26,4,2,86, None,42,3,4,3, None  None,Tec Vit, None,1,1,0,1,1,0,0,Air, None, None, None,None,0,1,Single,Target,0,0,0, None  None  None,HateUp  None  None  None,100  None  None  None, None, None  None,0 0, None
SOUL_E_M0710_A,46,1,28,6,4,86, None,46,-2,8,4, None  None,Tec Vit,1, None,1,2,0,1,0,0,Air, None, None, None,None,0,1,Single,Target,0,0,0, None  None  None,Defense  None  None  None,-20  None  None  None, None, None  None,0 0, None
SOUL_E_M1010_A,58,1,29,7,5,86, None,52,1,10,5, None  None,Tec Vit, None, None,1,0,1,1,0,0,Air, None, None, None,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None,None  None,0 0, None
SOUL_E_M0900_A,24,1,28,6,4,86, None,37,-1,8,4, None  None,Tec Vit, None, None,1,2,2,1,0,0,Air, None, None, None,None,0,0,All,Target,0,0,0, None  None  None,Magic  None  None  None,-20  None  None  None, None, None  None,0 0, None
SOUL_E_M0400_A,25,1,14,23,2,98, None,17,-1,0,0, None  None,Str Vit, None,1,1,0,0,1,0,0, None, None,Insect, None,None,0,0,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
SOUL_E_M2000_A,30,1,15,24,3,96, None,18,1,0,0, None  None,Tec Vit, None,1,1,0,0,1,2,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None,Defense  None  None  None,-10  None  None  None, None, None  None,0 0, None
SOUL_E_M0500_A,38,1,13,22,4,93, None,19,2,4,3, None  None,Qui Vit, None, None,1,1,1,1,2,0, None, None,Element, None,None,0,0,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
SOUL_E_M0420_A,38,1,13,22,4,95, None,19,0,4,3, None  None,Str Vit, None, None,1,1,0,1,0,0, None, None,Spirit, None,None,0,0,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
SOUL_E_M0110_A,49,1,14,23,5,95, None,22,-5,5,3, None  None,Str Vit,1, None,1,1,0,1,0,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
SOUL_E_M0020_A,34,1,12,21,3,91, None,19,1,6,4, None  None,Vit Vit, None,1,1,0,1,1,1,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
SOUL_E_M0810_A,33,1,12,21,3,96, None,18,2,6,4, None  None,Vit Vit, None, None,1,0,1,1,1,0,Air, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
Invoked REPL (no return value)
