label, GetName(), cantlearn, description, effect, fixedrole, hp, lp, Name, PRM_INT, PRM_QUI, PRM_STR, PRM_TEC, PRM_VIT, PRM_WIL, SLV_Do, SLV_Ka, SLV_Kin, SLV_Moku, SLV_Sui, Sortindex, specialarts, type
SOUL_M0510, Psychic Ogre, False, Btl_SOUL_M0510_RoleDescription, ROLE_EF_HEAD_UP_005 ROLE_EF_PARD_UP_3 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0510_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0510_A, Soul
SOUL_M0511, Disintegrator, False, Btl_SOUL_M0511_RoleDescription, ROLE_EF_COLD_UP_005 ROLE_EF_PARD_UP_3 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0511_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0510_A, Soul
SOUL_M0512, Toxin Master, False, Btl_SOUL_M0512_RoleDescription, ROLE_EF_POID_UP_4 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0512_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0510_A, Soul
SOUL_M0520, Haniwa, False, Btl_SOUL_M0520_RoleDescription, ROLE_EF_OVERATTACKRATE_UP_002 ROLE_EF_OVERDRIVE_UP_1 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0520_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0520_A, Soul
SOUL_M0521, Hill Haniwa, False, Btl_SOUL_M0521_RoleDescription, ROLE_EF_OVERATTACKRATE_UP_002 ROLE_EF_OVERDRIVE_UP_1 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0521_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0520_A, Soul
SOUL_M0522, Hani Stone, False, Btl_SOUL_M0522_RoleDescription, ROLE_EF_OVERATTACKRATE_UP_002 ROLE_EF_OVERDRIVE_UP_1 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0522_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0520_A, Soul
SOUL_M0700, Rumblebug, False, Btl_SOUL_M0700_RoleDescription, ROLE_EF_ZANA_UP_002 ROLE_EF_STAD_UP_1 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0700_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Soul
SOUL_M0701, Grass Masher, False, Btl_SOUL_M0701_RoleDescription, ROLE_EF_ZANA_UP_003 ROLE_EF_STAD_UP_2 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0701_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0700_A, Soul
SOUL_M0702, Wild Ebony, False, Btl_SOUL_M0702_RoleDescription, ROLE_EF_ZANA_UP_003 ROLE_EF_STAD_UP_3 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0702_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0700_A, Soul
SOUL_M0703, Beast Eater, False, Btl_SOUL_M0703_RoleDescription, ROLE_EF_ZANA_UP_002 ROLE_EF_STAD_UP_3 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0703_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Soul
SOUL_M0710, Atlach-Nacha, False, Btl_SOUL_M0710_RoleDescription, ROLE_EF_DAA_UP_003 ROLE_EF_OA_RATEWEAK_UP_003 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0710_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0710_A, Soul
SOUL_M0711, Sanguine Arachnida, False, Btl_SOUL_M0711_RoleDescription, ROLE_EF_DAA_UP_003 ROLE_EF_OA_RATEWEAK_UP_003 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0711_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0710_A, Soul
SOUL_M0712, Lord Arachnida, False, Btl_SOUL_M0712_RoleDescription, ROLE_EF_DAA_UP_003 ROLE_EF_OA_RATEWEAK_UP_003 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0712_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0710_A, Soul
SOUL_M0720, Lesser Ant, False, Btl_SOUL_M0720_RoleDescription, ROLE_EF_ZANA_UP_003 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0720_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Soul
SOUL_M0721, Greater Ant, False, Btl_SOUL_M0721_RoleDescription, ROLE_EF_ZANA_UP_003 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0721_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0720_A, Soul
SOUL_M0722, Kaiser Ant, False, Btl_SOUL_M0722_RoleDescription, ROLE_EF_ZANA_UP_003 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0722_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0720_A, Soul
SOUL_M0800, Vulture, False, Btl_SOUL_M0800_RoleDescription, ROLE_EF_TOTA_UP_003 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0800_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Soul
SOUL_M0801, Songbird, False, Btl_SOUL_M0801_RoleDescription, ROLE_EF_TOTA_UP_003 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0801_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0800_A, Soul
SOUL_M0802, Skydiver, False, Btl_SOUL_M0802_RoleDescription, ROLE_EF_TOTA_UP_003 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0802_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0800_A, Soul
SOUL_M0803, Skytanker, False, Btl_SOUL_M0803_RoleDescription, ROLE_EF_TOTA_UP_003 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0803_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0800_A, Soul
SOUL_M0810, Maggot Ball, False, Btl_SOUL_M0810_RoleDescription, ROLE_EF_OA_RATEAREA_UP_1 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0810_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0810_A, Soul
SOUL_M0811, Dwarf Star, False, Btl_SOUL_M0811_RoleDescription, ROLE_EF_OA_RATEAREA_UP_1 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0811_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0810_A, Soul
SOUL_M0812, Sundancer, False, Btl_SOUL_M0812_RoleDescription, ROLE_EF_OA_RATEAREA_UP_1 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0812_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0810_A, Soul
SOUL_M0820, Decobat, False, Btl_SOUL_M0820_RoleDescription, ROLE_EF_DODGE_UP_003 ROLE_EF_DRKD_UP_2 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0820_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Soul
SOUL_M0820_B, Soaring Rat, False, Btl_SOUL_M0820_B_RoleDescription, ROLE_EF_DODGE_UP_003 ROLE_EF_DRKD_UP_2 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0820_B_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0820_A, Soul
SOUL_M0821, Ashbeak, False, Btl_SOUL_M0821_RoleDescription, ROLE_EF_DODGE_UP_003 ROLE_EF_DRKD_UP_3 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0821_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0820_A, Soul
SOUL_M0822, Melodic Bat, False, Btl_SOUL_M0822_RoleDescription, ROLE_EF_DODGE_UP_003 ROLE_EF_DRKD_UP_4 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0822_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0820_A, Soul
SOUL_M0900, Metal Elemental, False, Btl_SOUL_M0900_RoleDescription, ROLE_EF_DAA_UP_002 ROLE_EF_MAGA_UP_003 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0900_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0900_A, Soul
SOUL_M0900_B, Faerie Stone, False, Btl_SOUL_M0900_B_RoleDescription, ROLE_EF_DAA_UP_001 ROLE_EF_MAGA_UP_004 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0900_B_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Soul
SOUL_M0901, Water Elemental, False, Btl_SOUL_M0901_RoleDescription, ROLE_EF_DAA_UP_002 ROLE_EF_COLA_UP_003 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0901_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0900_A, Soul
SOUL_M0902, Fire Elemental, False, Btl_SOUL_M0902_RoleDescription, ROLE_EF_DAA_UP_002 ROLE_EF_HEAA_UP_003 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0902_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0900_A, Soul
SOUL_M0903, Nature Elemental, False, Btl_SOUL_M0903_RoleDescription, ROLE_EF_DAA_UP_002 ROLE_EF_THUA_UP_003 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0903_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0900_A, Soul
SOUL_M0904, Earth Elemental, False, Btl_SOUL_M0904_RoleDescription, ROLE_EF_DAA_UP_002 ROLE_EF_MAGA_UP_003 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0904_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0900_A, Soul
SOUL_M0904_B, Float, False, Btl_SOUL_M0904_B_RoleDescription, ROLE_EF_DAA_UP_002 ROLE_EF_MAGD_UP_005 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M0904_B_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0900_A, Soul
SOUL_M1000, Greater Devil, False, Btl_SOUL_M1000_RoleDescription, ROLE_EF_ZANA_UP_003 ROLE_EF_DTHD_UP_4 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M1000_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M1000_A, Soul
SOUL_M1001, Ifrit, False, Btl_SOUL_M1001_RoleDescription, ROLE_EF_ZANA_UP_003 ROLE_EF_DTHD_UP_4 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M1001_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M1000_A, Soul
SOUL_M1002, Calcabrina, False, Btl_SOUL_M1002_RoleDescription, ROLE_EF_ZANA_UP_003 ROLE_EF_DTHD_UP_4 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M1002_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M1000_A, Soul
SOUL_M1003, Malacoda, False, Btl_SOUL_M1003_RoleDescription, ROLE_EF_ZANA_UP_003 ROLE_EF_DTHD_UP_4 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M1003_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M1000_A, Soul
SOUL_M1004, Ariel, False, Btl_SOUL_M1004_RoleDescription, ROLE_EF_ZANA_UP_003 ROLE_EF_DTHD_UP_4 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M1004_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M1000_A, Soul
SOUL_M1010, Lilith, False, Btl_SOUL_M1010_RoleDescription, ROLE_EF_DAA_UP_003 ROLE_EF_STAD_UP_2 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M1010_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M1010_A, Soul
SOUL_M1011, Succubus, False, Btl_SOUL_M1011_RoleDescription, ROLE_EF_DAA_UP_003 ROLE_EF_STAD_UP_3 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M1011_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M1010_A, Soul
SOUL_M1012, Harpyia, False, Btl_SOUL_M1012_RoleDescription, ROLE_EF_DAA_UP_003 ROLE_EF_STAD_UP_4 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M1012_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M1010_A, Soul
SOUL_M1020, Skeleton, False, Btl_SOUL_M1020_RoleDescription, ROLE_EF_OVERATTACKRATE_UP_001 ROLE_EF_TOTD_UP_005 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M1020_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Soul
SOUL_M1021, Skeleton Dancer, False, Btl_SOUL_M1021_RoleDescription, ROLE_EF_OVERATTACKRATE_UP_001 ROLE_EF_TOTD_UP_008 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M1021_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M1020_A, Soul
SOUL_M1022, Vanitas, False, Btl_SOUL_M1022_RoleDescription, ROLE_EF_OVERATTACKRATE_UP_002 ROLE_EF_TOTD_UP_010 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M1022_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M1020_A, Soul
SOUL_M2000, Kaffaljidhma, False, Btl_SOUL_M2000_RoleDescription, ROLE_EF_DAA_UP_002 ROLE_EF_TOTA_UP_002 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M2000_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M2000_A, Soul
SOUL_M2001, Mira, False, Btl_SOUL_M2001_RoleDescription, ROLE_EF_DAA_UP_002 ROLE_EF_TOTA_UP_002 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M2001_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M2000_A, Soul
SOUL_M2002, Menkar, False, Btl_SOUL_M2002_RoleDescription, ROLE_EF_DAA_UP_002 ROLE_EF_TOTA_UP_002 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M2002_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M2000_A, Soul
SOUL_M2003, Cetus, False, Btl_SOUL_M2003_RoleDescription, ROLE_EF_DAA_UP_002 ROLE_EF_TOTA_UP_002 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M2003_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M2000_A, Soul
SOUL_M2004, Diphda, False, Btl_SOUL_M2004_RoleDescription, ROLE_EF_DAA_UP_002 ROLE_EF_TOTA_UP_002 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M2004_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M2000_A, Soul
SOUL_M2100, Boreas, False, Btl_SOUL_M2100_RoleDescription, ROLE_EF_TOTA_UP_003 ROLE_EF_RAGEDAMAGE_UP_010 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M2100_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M2100_A, Soul
SOUL_M2101, Notus, False, Btl_SOUL_M2101_RoleDescription, ROLE_EF_TOTA_UP_003 ROLE_EF_RAGEDAMAGE_UP_010 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M2101_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M2100_A, Soul
SOUL_M2102, Eurus, False, Btl_SOUL_M2102_RoleDescription, ROLE_EF_TOTA_UP_003 ROLE_EF_RAGEDAMAGE_UP_010 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M2102_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M2100_A, Soul
SOUL_M2103, Zephyrus, False, Btl_SOUL_M2103_RoleDescription, ROLE_EF_TOTA_UP_003 ROLE_EF_RAGEDAMAGE_UP_010 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M2103_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M2100_A, Soul
SOUL_M2200, Vair, False, Btl_SOUL_M2200_RoleDescription, ROLE_EF_ZANA_UP_003 ROLE_EF_QUICKNESS_UP_1 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M2200_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M2200_A, Soul
SOUL_M2201, Vairy, False, Btl_SOUL_M2201_RoleDescription, ROLE_EF_ZANA_UP_003 ROLE_EF_QUICKNESS_UP_1 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M2201_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M2200_A, Soul
SOUL_M2202, Effarouche, False, Btl_SOUL_M2202_RoleDescription, ROLE_EF_ZANA_UP_003 ROLE_EF_QUICKNESS_UP_1 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M2202_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M2200_A, Soul
SOUL_M2203, Orgules, False, Btl_SOUL_M2203_RoleDescription, ROLE_EF_ZANA_UP_003 ROLE_EF_QUICKNESS_UP_1 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M2203_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M2200_A, Soul
SOUL_M2204, Gyronny, False, Btl_SOUL_M2204_RoleDescription, ROLE_EF_ZANA_UP_003 ROLE_EF_QUICKNESS_UP_1 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_M2204_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M2200_A, Soul
SOUL_E_C01_TUTORIAL_MONSTER, Wandering Moch, False, Btl_SOUL_E_C01_TUTORIAL_MONSTER_RoleDescription, _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_C01_TUTORIAL_MONSTER_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M0210_A, Soul
SOUL_E_C01_DOOREVIL_A, Malevolent Door Spirit, False, Btl_SOUL_E_C01_DOOREVIL_A_RoleDescription, ROLE_EF_ZANA_UP_003 ROLE_EF_DTHD_UP_3 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_C01_DOOREVIL_A_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, SOUL_E_M1000_A, Soul
SOUL_E_BOSS_ELEMENT_MOKU_E, Lesser Wood Spirit, False, Btl_SOUL_E_BOSS_ELEMENT_MOKU_E_RoleDescription, ROLE_EF_INTERRUPTDODGE_025 _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_ _NOT_SPECIFIED_, False, 0, 0, Btl_SOUL_E_BOSS_ELEMENT_MOKU_E_RoleName, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Soul
