label,GetActorLabel(),Arts,ArtsRoute,AT_Chant,AT_Confusion,AT_Darkness,AT_Death,AT_FIRE,AT_ICE,AT_LIGHTNING,AT_Paralysis,AT_Poison,AT_Rage AT_SLASH,AT_STAB,AT_Stench,AT_Stone AT_STRIKE,AT_Stun,bloodarts,Equip,ExRole,floating,formation,genus,gogyo,growGfirearm,growGsword,growHP,growINT,growLfirearm,growLsword,growMagic,growMartial,growMecha_1,growMecha_2,growMonster,growQUI,growSTR,growTEC,growVIT,growWIL,HP,initisgenus,isgenus,LP,lpRecover,mechabody,PRM_INT,PRM_QUI,PRM_STR,PRM_TEC,PRM_VIT,PRM_WIL,race,Role,SLV_Do,SLV_Gfirearm,SLV_Gsword,SLV_Ka,SLV_Kin,SLV_Lfirearm,SLV_Lsword,SLV_Magic,SLV_Martial,SLV_Mecha_1,SLV_Mecha_2,SLV_Moku,SLV_Monster,SLV_Sui,supportonly,supportRole,uniqueRole,voice,WorldIdea
PC_SquireAssasin,SquireAssasin,"['OHS_WL000_A01', 'OHS_WL000_PROTECT', 'OHS_WLDAG_B02', 'OHG_GL000_A01', 'OHG_GL000_A02', 'None', 'None', 'None']","['Dagger', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,"['0', '0']",0,0,"['0', '0']",0,OHG_GL000_B04_BLD01,"['WLDAG01_A', 'GLONE01_A', 'MANA11_A', 'SAHE12_A', 'SAGL02_A', 'SASH03_A', 'None']","['None', 'None', 'None', 'None', 'None', 'None']",False,BF_027,False,False,10,13,34,2,20,33,0,24,0,0,0,10,4,5,4,6,0,False,True,10,2,None,0,0,0,0,0,0,Human,"['', 'ROLE_018', 'None', 'None', 'None', 'None']",-1,0,0,-1,-1,0,0,0,0,0,0,-1,0,-1,False,SUPPORT_ROLE_SquireAssasin,None,PC_SquireAssasin,"['', 'None', 'None', 'None']"
PC_Dolores,Dolores,"['OHS_WL000_A01', 'OHS_WL000_A02', 'OHS_WLAXE_B01', 'OHG_GL000_A01', 'OHG_GL000_B01', 'None', 'None', 'None']","['Axe', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,"['0', '0']",0,0,"['0', '0']",0,OHG_GL000_B04_BLD02,"['WLAXE01_A', 'GLONE04_A', 'MANA01_A', 'SAGL01_A', 'SASH01_A', 'None', 'None']","['None', 'None', 'None', 'None', 'None', 'None']",False,BF_026,False,False,26,17,36,4,22,35,15,10,0,0,0,10,8,6,7,5,0,False,True,11,2,None,0,0,0,0,0,0,Human,"['', 'ROLE_026', 'None', 'None', 'None', 'None']",1,0,0,2,0,0,0,0,0,0,0,0,0,0,False,SUPPORT_ROLE_Dolores,None,PC_Dolores,"['', 'None', 'None', 'None']"
PC_Ivar,Ivar,"['OHS_WL000_A01', 'OHS_WL000_A04', 'THG_GH000_A01', 'THG_GHMAC_A01', 'None', 'None', 'None', 'None']","['LongSword', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,"['0', '0']",0,0,"['0', '0']",0,THG_GH000_A03_BLD01,"['WLLSW01_A', 'GHMAC01_A', 'MACL01_A', 'SASH01_A', 'SAAC13_A', 'SAAC04_A', 'None']","['None', 'None', 'None', 'None', 'None', 'None']",False,BF_008,False,False,33,15,34,7,17,26,10,24,0,0,0,5,8,6,10,6,0,False,True,14,2,None,0,0,0,0,0,0,Human,"['', 'ROLE_029', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,SUPPORT_ROLE_Ivar,None,PC_Ivar,"['', 'None', 'None', 'None']"
PC_Azure,Azure,"['OHS_WL000_A01', 'OHS_WL000_A02', 'OHS_WLLSW_B01', 'OHS_WLDAG_A01', 'None', 'None', 'None', 'None']","['Dagger', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,"['0', '0']",0,0,"['0', '0']",0,OHS_WL000_B01_BLD02,"['WLDAG04_A', 'WLLSW01_A', 'MACL04_A', 'SASH01_A', 'SAAC19_A', 'SAAC09_A', 'None']","['None', 'None', 'None', 'None', 'None', 'None']",False,BF_025,False,False,10,13,32,6,26,35,24,22,0,0,0,12,7,8,7,8,0,False,True,11,2,None,0,0,0,0,0,0,Human,"['', 'ROLE_041', 'None', 'None', 'None', 'None']",1,0,0,0,0,0,0,0,0,0,0,2,0,3,False,SUPPORT_ROLE_Azure,None,PC_Azure,"['', 'None', 'None', 'None']"
PC_Byaku,Byaku,"['MON_M054_A01a', 'None', 'MAG_MG_E_01_Su01', 'MAG_MG_E_02_Su02', 'SL_RB_A_01_IHA01', 'None', 'None', 'None']","['None', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,"['0', '0']",0,0,"['0', '0']",0,None,"['MAMCR11_DW', 'MAMCR12_DW', 'MACW06_DM', 'SAAC10_DS', 'None', 'None', 'None']","['SL_ROLE_6_002', 'None', 'None', 'None', 'None', 'None']",False,BF_020,False,False,0,0,36,6,0,0,32,0,0,0,25,3,4,5,5,5,0,False,False,4,1,None,0,0,0,0,0,0,Short_lived_monster,"['', 'ROLE_MON_006', 'None', 'None', 'None', 'None']",1,0,0,0,0,0,0,0,0,0,0,2,0,3,False,SUPPORT_ROLE_Byaku,None,PC_Byaku,"['', 'None', 'None', 'None']"
PC_Erytheia,Erytheia,"['MON_M054_A01a', 'None', 'None', 'MAG_MG_B_01_Ka01', 'SL_RB_C_02_IHA11', 'None', 'None', 'None']","['None', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,"['0', '0']",0,0,"['0', '0']",0,None,"['MAMCR13_DW', 'MAMCR14_DW', 'MACW07_DM', 'SAAC11_DS', 'None', 'None', 'None']","['SL_ROLE_7_002', 'None', 'None', 'None', 'None', 'None']",False,BF_027,False,False,0,0,34,6,0,0,24,0,0,0,35,8,3,6,4,7,0,False,False,4,1,None,0,0,0,0,0,0,Short_lived_monster,"['', 'ROLE_MON_007', 'None', 'None', 'None', 'None']",2,0,0,3,0,0,0,0,0,0,0,0,0,1,False,SUPPORT_ROLE_Erytheia,None,PC_Erytheia,"['', 'None', 'None', 'None']"
PC_Nitram,Nitram,"['THS_WH000_A01', 'THS_WHGSW_B01', 'OHS_WL000_A01', 'MAG_MG_B_01_Ka01', 'None', 'None', 'None', 'None']","['GreatSword', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,"['0', '0']",0,0,"['0', '0']",0,THS_WH000_B01_BLD02,"['WHGSW01_A', 'WLAXE01_A', 'MANA11_A', 'SAHE12_A', 'SAGL01_A', 'SASH01_A', 'None']","['None', 'None', 'None', 'None', 'None', 'None']",False,BF_024,False,False,15,35,36,6,10,24,18,17,0,0,0,4,11,6,8,6,0,False,True,12,2,None,0,0,0,0,0,0,Human,"['', 'ROLE_011', 'None', 'None', 'None', 'None']",2,0,0,3,0,0,0,0,0,0,0,0,0,1,False,SUPPORT_ROLE_Nitram,None,PC_Nitram,"['', 'None', 'None', 'None']"
PC_Atihana,Atihana,"['OHS_WL000_A01', 'OHS_WL000_A02', 'OHS_WLDAG_A01', 'MAG_MG_E_01_Su01', 'None', 'None', 'None', 'None']","['LongSword', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,"['0', '0']",0,0,"['0', '0']",0,OHS_WL000_A04_BLD03,"['WLLSW01_A', 'WLDAG01_A', 'MARO02_A', 'SASH01_A', 'SAAC13_A', 'SAAC16_A', 'None']","['None', 'None', 'None', 'None', 'None', 'None']",False,BF_001,False,False,10,20,28,7,15,35,26,20,0,0,0,6,10,7,6,5,0,False,True,11,2,None,0,0,0,0,0,0,Human,"['', 'ROLE_012', 'None', 'None', 'None', 'None']",1,0,0,0,0,0,0,0,0,0,0,2,0,3,False,SUPPORT_ROLE_Atihana,None,PC_Atihana,"['', 'None', 'None', 'None']"
PC_Nahoj,Nahoj,"['OHG_GL000_A01', 'OHG_GL000_A05', 'OHS_WL000_A01', 'MAG_MG_A_01_Mo01', 'None', 'None', 'None', 'None']","['OneHandedGun', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,"['0', '0']",0,0,"['0', '0']",0,OHG_GL000_B05_BLD01,"['GLONE04_A', 'WLRAP01_A', 'MARO13_A', 'SAIN01_B', 'SASH01_A', 'SAAC02_A', 'None']","['None', 'None', 'None', 'None', 'None', 'None']",False,BF_019,False,False,20,17,29,8,35,20,24,10,0,0,0,7,5,11,7,7,0,False,True,13,2,None,0,0,0,0,0,0,Human,"['', 'ROLE_013', 'None', 'None', 'None', 'None']",0,0,0,2,1,0,0,0,0,0,0,3,0,0,False,SUPPORT_ROLE_Nahoj,None,PC_Nahoj,"['', 'None', 'None', 'None']"
PC_Irbas,Irbas,"['MAR_MA000_A01', 'MAR_MA000_A04', 'MAR_MA000_A06', 'MAG_MG_C_01_Do01', 'None', 'None', 'None', 'None']","['StrikeArts', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,"['0', '0']",0,0,"['0', '0']",0,MAR_MA000_B01_BLD02,"['None', 'None', 'MANA11_A', 'SAGL01_A', 'SASH01_A', 'SAAC01_A', 'None']","['None', 'None', 'None', 'None', 'None', 'None']",False,BF_015,False,False,24,20,34,7,15,13,20,35,0,0,0,8,7,6,12,9,0,False,True,10,2,None,0,0,0,0,0,0,Human,"['', 'ROLE_009', 'None', 'None', 'None', 'None']",3,0,0,0,2,0,0,0,0,0,0,1,0,0,False,SUPPORT_ROLE_Irbas,None,PC_Irbas,"['', 'None', 'None', 'None']"
PC_Gruman_Mole,Gruman_Mole,"['MON_M110_A01a', 'None', 'None', 'None', 'None', 'None', 'None', 'None']","['None', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,"['0', '0']",0,0,"['0', '0']",0,None,"['MAMCR15_DW', 'MAMCR16_DW', 'MACW08_DM', 'SAAC12_DS', 'SAAC13_DS', 'None', 'None']","['None', 'None', 'None', 'None', 'None', 'None']",False,BF_010,False,False,0,0,36,2,0,0,26,0,0,0,35,3,4,5,4,4,0,False,False,13,2,None,0,0,0,0,0,0,Monster,"['', 'ROLE_MON_008', 'None', 'None', 'None', 'None']",3,0,0,0,2,0,0,0,0,0,0,1,0,0,False,SUPPORT_ROLE_Gruman_Mole,None,PC_Gruman_Mole,"['', 'None', 'None', 'None']"
PC_Gold_SubManager,Gold_SubManager,"['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']","['None', 'None', 'None', 'None', 'None']",100,100,100,100,0,0,0,0,100,"['100', '0']",15,100,"['100', '0']",0,None,"['GLONE01_A', 'GLONE04_A', 'GHCHE01_A', 'WLDAG01_A', 'GLONE07_A', 'None', 'None']","['None', 'None', 'None', 'None', 'None', 'None']",False,BF_028,False,False,0,0,-1,-1,0,0,0,0,26,35,17,-1,-1,-1,-1,-1,100,False,False,14,2,MBody_Gold_SubManager,15,20,10,15,15,5,Maki,"['', 'ROLE_MECHA_BODY_C', 'None', 'None', 'None', 'None']",-1,0,0,-1,-1,0,0,0,0,0,0,-1,0,-1,False,SUPPORT_ROLE_Gold_SubManager,None,PC_Gold_SubManager,"['', 'None', 'None', 'None']"
PC_Scarecrow,Scarecrow,"['THG_GH000_A01', 'THG_GHMAC_A01', 'THS_WH000_A01', 'THS_WHSSW_B01', 'MAG_MG_A_01_Mo01', 'None', 'None', 'None']","['MachineGun', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,"['0', '0']",0,0,"['0', '0']",0,THG_GH000_B01_BLD01,"['GHMAC01_C', 'WHSSW01_A', 'MARO01_A', 'SAHE21_A', 'SAGL01_A', 'None', 'None']","['None', 'None', 'None', 'None', 'None', 'None']",False,BF_016,False,False,35,26,26,8,24,17,22,10,0,0,0,3,4,9,5,7,0,False,True,9,2,None,0,0,0,0,0,0,Human,"['', 'ROLE_036', 'None', 'None', 'None', 'None']",3,0,0,0,2,0,0,0,0,0,0,1,0,0,False,SUPPORT_ROLE_Scarecrow,None,PC_Scarecrow,"['', 'None', 'None', 'None']"
PC_Nana,Nana,"['OHS_WL000_A01', 'OHS_WLDAG_A01', 'OHS_WLAXE_A01', 'MAG_MG_C_02_Do02', 'None', 'None', 'None', 'None']","['Dagger', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,"['0', '0']",0,0,"['0', '0']",0,OHS_WL000_A04_BLD03,"['WLDAG01_A', 'WLAXE01_A', 'MANA01_A', 'SAAC05_A', 'SAAC14_A', 'SAAC19_A', 'None']","['None', 'None', 'None', 'None', 'None', 'None']",False,BF_019,False,False,13,17,26,7,24,33,24,26,0,0,0,7,9,6,5,9,0,False,True,8,2,None,0,0,0,0,0,0,Human,"['', 'ROLE_061', 'None', 'None', 'None', 'None']",0,0,0,1,0,0,0,0,0,0,0,2,0,0,False,SUPPORT_ROLE_Nana,None,PC_Nana,"['', 'None', 'None', 'None']"
PC_BX10_EX,BX10_EX,"['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']","['None', 'None', 'None', 'None', 'None']",100,100,100,100,0,0,0,0,100,"['100', '0']",0,100,"['100', '15']",0,None,"['GLONE01_A', 'WLRAP03_A', 'WHGSW01_A', 'WLDAG01_B', 'GHFLA01_ZERO', 'SASH03_A', 'None']","['None', 'None', 'None', 'None', 'None', 'None']",False,BF_005,False,False,0,0,-1,-1,0,0,0,0,35,26,15,-1,-1,-1,-1,-1,100,False,False,16,3,MBody_BX10_EX,5,10,20,10,20,15,Maki,"['', 'ROLE_MECHA_BODY_I', 'None', 'None', 'None', 'None']",-1,0,0,-1,-1,0,0,0,0,0,0,-1,0,-1,False,SUPPORT_ROLE_BX10_EX,None,PC_BX10_EX,"['', 'None', 'None', 'None']"
PC_Mech_Bard,Mech_Bard,"['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']","['None', 'None', 'None', 'None', 'None']",100,100,100,100,0,0,0,0,100,"['100', '15']",0,100,"['100', '0']",0,None,"['WLLSW01_A', 'WLRAP01_A', 'SAIN02_A', 'SAAC16_A', 'None', 'None', 'None']","['None', 'None', 'None', 'None', 'None', 'None']",False,BF_011,False,False,0,0,-1,-1,0,0,0,0,35,26,17,-1,-1,-1,-1,-1,90,False,False,10,2,MBody_Mech_Bard,10,15,15,5,10,20,Maki,"['', 'ROLE_MECHA_BODY_D', 'None', 'None', 'None', 'None']",-1,0,0,-1,-1,0,0,0,0,0,0,-1,0,-1,False,SUPPORT_ROLE_Mech_Bard,None,PC_Mech_Bard,"['', 'None', 'None', 'None']"
PC_Sarab,Sarab,"['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']","['None', 'None', 'None', 'None', 'None']",100,100,100,100,0,0,0,0,100,"['100', '0']",0,100,"['100', '0']",0,None,"['GLONE01_B', 'GLONE13_A', 'MACL02_A', 'MARO02_A', 'SAHE26_A', 'None', 'None']","['None', 'None', 'None', 'None', 'None', 'None']",True,BF_026,False,False,0,0,-1,-1,0,0,0,0,26,35,17,-1,-1,-1,-1,-1,50,False,False,9,2,MBody_Sarab,10,15,5,10,1,5,Maki,"['', 'ROLE_MECHA_BODY_F', 'None', 'None', 'None', 'None']",-1,0,0,-1,-1,0,0,0,0,0,0,-1,0,-1,False,SUPPORT_ROLE_Sarab,None,PC_Sarab,"['', 'None', 'None', 'None']"
PC_Simon,Simon,"['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']","['None', 'None', 'None', 'None', 'None']",100,100,100,100,0,0,0,0,100,"['100', '10']",10,100,"['100', '10']",0,None,"['WLLSW01_B', 'WLAXE03_A', 'GLONE04_A', 'GHMAC01_A', 'GHBOM01_A', 'MAFA01_A', 'None']","['None', 'None', 'None', 'None', 'None', 'None']",False,BF_003,False,False,0,0,-1,-1,0,0,0,0,26,35,15,-1,-1,-1,-1,-1,90,False,False,15,2,MBody_Simon,15,15,15,15,15,15,Maki,"['', 'ROLE_MECHA_BODY_S', 'None', 'None', 'None', 'None']",-1,0,0,-1,-1,0,0,0,0,0,0,-1,0,-1,False,SUPPORT_ROLE_Simon,None,PC_Simon,"['', 'None', 'None', 'None']"
PC_Kina_Kikiri,Kina_Kikiri,"['MON_M072X_A01a', 'None', 'None', 'None', 'None', 'None', 'None', 'None']","['None', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,"['0', '0']",0,0,"['0', '0']",0,None,"['MAMCR17_DW', 'MAMCR18_DW', 'MACW09_DM', 'SAAC07_DS', 'SAAC08_DS', 'None', 'None']","['None', 'None', 'None', 'None', 'None', 'None']",False,BF_029,False,False,0,0,38,2,0,0,22,0,0,0,35,6,6,8,6,7,0,False,False,11,2,None,0,0,0,0,0,0,Monster,"['', 'ROLE_MON_009', 'None', 'None', 'None', 'None']",0,0,0,1,3,0,0,0,0,0,0,0,0,2,False,SUPPORT_ROLE_Kina_Kikiri,None,PC_Kina_Kikiri,"['', 'None', 'None', 'None']"
PC_Guinevere,Guinevere,"['OHS_WL000_A01', 'OHS_WL000_A02', 'OHS_WLLSW_B01', 'MAR_MA000_A01', 'MAG_MG_B_01_Ka01', 'None', 'None', 'None']","['LongSword', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,"['0', '0']",0,0,"['0', '0']",0,MAR_MA000_B09_BLD01,"['WLLSW01_A', 'None', 'MARO00_B', 'SAIN03_A', 'SAHE17_A', 'SASH00_D', 'None']","['None', 'None', 'None', 'None', 'None', 'None']",False,BF_022,False,False,10,13,11,11,24,26,35,17,0,0,0,4,6,5,6,7,0,False,True,9,2,None,0,0,0,0,0,0,Human,"['', 'ROLE_065', 'None', 'None', 'None', 'None']",2,0,0,3,0,0,0,0,0,0,0,0,0,1,False,SUPPORT_ROLE_Guinevere,None,PC_Guinevere,"['', 'None', 'None', 'None']"
PC_Spear,Spear,"['THS_WH000_A01', 'THS_WH000_A02', 'OHS_WL000_A01', 'OHS_WL000_A04', 'None', 'None', 'None', 'None']","['GreatSword', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,"['0', '0']",0,0,"['0', '0']",0,THS_WH000_A02_BLD03,"['WHGSW02_A', 'WLDAG03_A', 'MARO00_B', 'SAIN01_B', 'SASH01_A', 'None', 'None']","['None', 'None', 'None', 'None', 'None', 'None']",False,BF_029,False,False,17,35,16,4,15,26,10,22,0,0,0,7,12,6,8,6,0,False,True,14,2,None,0,0,0,0,0,0,Human,"['', 'ROLE_055', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,SUPPORT_ROLE_Spear,None,PC_Spear,"['', 'None', 'None', 'None']"
PC_Lancelot,Lancelot,"['THS_WH000_A01', 'THS_WH000_A02', 'OHS_WL000_A01', 'OHS_WL000_A04', 'None', 'None', 'None', 'None']","['GreatSword', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,"['0', '0']",0,0,"['0', '0']",0,THS_WH000_A02_BLD03,"['WHGSW02_A', 'WLDAG03_A', 'MARO00_B', 'SAIN01_B', 'SASH01_A', 'None', 'None']","['None', 'None', 'None', 'None', 'None', 'None']",False,BF_029,False,False,17,35,16,4,15,26,10,22,0,0,0,7,12,6,8,6,0,False,True,14,2,None,0,0,0,0,0,0,Human,"['', 'ROLE_055', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,SUPPORT_ROLE_Lancelot,None,PC_Lancelot,"['', 'None', 'None', 'None']"
PC_LastEmperor,LastEmperor,"['THS_WH000_A01', 'THS_WH000_A02', 'THS_WH000_A04', 'MAR_MA000_A01', 'MAR_MA000_A07', 'MAR_MA000_B06', 'None', 'None']","['GreatSword', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,"['0', '0']",0,0,"['0', '0']",0,MAR_MA000_B01_BLD02,"['WHGSW10_A', 'None', 'MARO03_A', 'SAIN01_A', 'SAHE25_A', 'SASH00_C', 'None']","['None', 'None', 'None', 'None', 'None', 'None']",False,BF_006,False,False,15,35,38,5,22,17,13,26,0,0,0,8,12,7,6,4,0,False,True,8,2,None,0,0,0,0,0,0,Human,"['', 'ROLE_063', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,SUPPORT_ROLE_LastEmperor,None,PC_LastEmperor,"['', 'None', 'None', 'None']"
PC_Naomi_Waka,Naomi_Waka,"['MAR_MA000_A01', 'MAR_MA000_A07', 'MAR_MA000_A02', 'MAR_MA000_A04', 'None', 'None', 'None', 'None']","['PunchArts', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,"['0', '0']",0,0,"['0', '0']",0,MAR_MA000_B06_BLD02,"['None', 'None', 'MARO00_B', 'SAIN01_B', 'SASH00_D', 'None', 'None']","['None', 'None', 'None', 'None', 'None', 'None']",False,BF_004,False,False,13,10,5,9,15,13,10,22,0,0,0,7,4,5,4,6,0,False,True,6,1,None,0,0,0,0,0,0,Human,"['', 'ROLE_044', 'None', 'None', 'None', 'None']",0,0,0,1,0,0,0,0,0,0,0,2,0,0,False,SUPPORT_ROLE_Naomi_Waka,None,PC_Naomi_Waka,"['', 'None', 'None', 'None']"
PC_Professor,Professor,"['OHG_GL000_A01', 'OHG_GL000_A02', 'OHG_GL000_B04', 'THG_GH000_A01', 'THG_GHCHE_A01', 'None', 'None', 'None']","['OneHandedGun', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,"['0', '0']",0,0,"['0', '0']",0,THG_GH000_B02_BLD02,"['GLONE01_C', 'GHCHE01_A', 'MACL01_A', 'SAIN02_A', 'SASH17_A', 'SAAC21_A', 'None']","['None', 'None', 'None', 'None', 'None', 'None']",False,BF_012,False,False,26,10,27,8,35,17,24,15,0,0,0,6,4,11,6,7,0,False,True,9,2,None,0,0,0,0,0,0,Human,"['', 'ROLE_034', 'None', 'None', 'None', 'None']",1,0,0,0,0,0,0,0,0,0,0,2,0,3,False,SUPPORT_ROLE_Professor,None,PC_Professor,"['', 'None', 'None', 'None']"
PC_Emily_Bryant,Emily_Bryant,"['THG_GH000_A01', 'THG_GH000_A02', 'THG_GHBOM_B01', 'MAG_MG_A_01_Mo01', 'None', 'None', 'None', 'None']","['Bazooka', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,"['0', '0']",0,0,"['0', '0']",0,THG_GH000_A02_BLD02,"['GHBOM01_A', 'GHELE01_A', 'MANA06_A', 'SAIN02_A', 'SAHE02_A', 'SAGL14_A', 'None']","['None', 'None', 'None', 'None', 'None', 'None']",False,BF_023,False,False,35,15,28,5,17,13,26,26,0,0,0,7,6,10,7,5,0,False,True,12,2,None,0,0,0,0,0,0,Human,"['', 'ROLE_047', 'None', 'None', 'None', 'None']",0,0,0,2,1,0,0,0,0,0,0,3,0,0,False,SUPPORT_ROLE_Emily_Bryant,None,PC_Emily_Bryant,"['', 'None', 'None', 'None']"
GUEST_LastEmperorSoul,LastEmperorSoul,"['OHS_WL000_A01', 'OHS_WL000_A02', 'THS_WH000_A01', 'THS_WHPSW_A01', 'MAG_MG_B_01_Ka01', 'None', 'None', 'None']","['None', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,"['0', '0']",0,0,"['0', '0']",0,None,"['None', 'None', 'MARO01_A', 'SAHE01_A', 'SAGL01_A', 'SASH01_A', 'None']","['None', 'None', 'None', 'None', 'None', 'None']",False,None,False,False,15,30,18,5,22,17,13,26,0,0,0,8,9,7,6,4,0,False,False,10,2,None,0,0,0,0,0,0,Human,"['', 'None', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,None,None,GUEST_LastEmperorSoul,"['', 'None', 'None', 'None']"
GUEST_TowerLords,Lord_Rage,"['OHS_WL000_A01', 'OHS_WL000_A02', 'THS_WH000_A01', 'THS_WHPSW_A01', 'MAG_MG_B_01_Ka01', 'None', 'None', 'None']","['None', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,"['0', '0']",0,0,"['0', '0']",0,None,"['None', 'None', 'MARO01_A', 'SAHE01_A', 'SAGL01_A', 'SASH01_A', 'None']","['None', 'None', 'None', 'None', 'None', 'None']",False,None,False,False,13,22,5,9,15,24,30,17,0,0,0,7,4,5,4,6,0,False,False,10,2,None,0,0,0,0,0,0,Human,"['', 'None', 'None', 'None', 'None', 'None']",2,0,0,2,2,0,0,0,0,0,0,2,0,2,False,None,None,GUEST_TowerLords,"['', 'None', 'None', 'None']"
GUEST_TsuNoneori_Mido,TsuNoneori_Mido,"['OHS_WL000_A01', 'OHS_WL000_A04', 'MAR_MA000_A01', 'None', 'None', 'None', 'None', 'None']","['None', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,"['0', '0']",0,0,"['0', '0']",0,None,"['None', 'None', 'MACL02_A', 'SAHE01_A', 'SASH01_A', 'None', 'None']","['None', 'None', 'None', 'None', 'None', 'None']",False,None,False,False,15,24,10,9,17,30,15,26,0,0,0,6,6,8,4,8,0,False,False,11,3,None,0,0,0,0,0,0,Human,"['', 'None', 'None', 'None', 'None', 'None']",2,0,0,0,1,0,0,0,0,0,0,0,0,0,False,None,None,GUEST_TsuNoneori_Mido,"['', 'None', 'None', 'None']"
GUEST_Ameya_Aisling,Ameya_Aisling,"['MAG_MG_D_01_Ki01', 'MAG_MG_D_02_Ki02', 'MAG_MG_D_03_Ki03', 'MAG_MG_D_04_Ki04', 'MAG_MG_D_05_Ki05', 'None', 'None', 'None']","['None', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,"['0', '0']",0,0,"['0', '0']",0,None,"['None', 'None', 'MARO00_A', 'SAHE01_A', 'SAGL01_A', 'SASH01_A', 'None']","['None', 'None', 'None', 'None', 'None', 'None']",False,None,False,False,13,15,5,9,24,26,30,10,0,0,0,7,4,5,3,9,0,False,False,9,2,None,0,0,0,0,0,0,Witch_girl,"['', 'None', 'None', 'None', 'None', 'None']",1,0,0,1,4,0,0,0,0,0,0,0,0,2,False,None,None,GUEST_Ameya_Aisling,"['', 'None', 'None', 'None']"
GUEST_Lita_Caryx,Lita_Caryx,"['THS_WH000_A01', 'OHS_WL000_A01', 'OHS_WL000_A02', 'MAG_MG_A_01_Mo01', 'None', 'None', 'None', 'None']","['None', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,"['0', '0']",0,0,"['0', '0']",0,None,"['None', 'None', 'MARO01_A', 'SAHE01_A', 'SAGL01_A', 'SASH01_A', 'None']","['None', 'None', 'None', 'None', 'None', 'None']",False,None,False,False,13,22,7,9,15,24,30,17,0,0,0,5,6,4,4,8,0,False,False,10,2,None,0,0,0,0,0,0,Human,"['', 'None', 'None', 'None', 'None', 'None']",0,0,0,2,1,0,0,0,0,0,0,4,0,1,False,None,None,GUEST_Lita_Caryx,"['', 'None', 'None', 'None']"
GUEST_Tyupu,Tyupu,"['OHS_WL000_A01', 'OHS_WLAXE_A01', 'MAR_MA000_A01', 'SL_RB_C_02_IHA11', 'None', 'None', 'None', 'None']","['None', 'None', 'None', 'None', 'None']",0,0,0,0,0,0,0,0,0,"['0', '0']",0,0,"['0', '0']",0,None,"['None', 'None', 'MARO00_A', 'SAHE09_A', 'SAAC06_A', 'None', 'None']","['None', 'None', 'None', 'None', 'None', 'None']",False,None,False,False,13,17,9,9,24,28,24,26,0,0,0,7,6,5,6,8,0,False,False,4,1,None,0,0,0,0,0,0,Short_lived_human,"['', 'None', 'None', 'None', 'None', 'None']",0,0,0,2,1,0,0,0,0,0,0,3,0,0,False,None,None,GUEST_Tyupu,"['', 'None', 'None', 'None']"
