label, NpcLabel, ExhibitItemLabel, ExhibitRank, ExhibitItemNum, BargainItemLabel1, BargainItemNum1, BargainItemLabel2, BargainItemNum2, BargainItemLabel3, BargainItemNum3, RecommendItemLabel, RecommendItemNum, ReleaseFlagLabel, OnlyOnce, Save, SortIndex
EXHIBIT_103, TRADE_NPC_W12, WLRAP02_B, 6, 1, SOZAI_MAGIC_STONE, 1, SOZAI_IRON_ORE, 10, _NOT_SPECIFIED_, 0, SOZAI_MAGIC_STONE, 2, _NOT_SPECIFIED_, False, False, 1178
EXHIBIT_104, TRADE_NPC_W12, WLRAP02_C, 7, 1, SOZAI_OBSIDIAN, 2, SOZAI_MAGIC_STONE, 4, SOZAI_IRON_ORE, 30, SOZAI_MAGIC_STONE, 4, _NOT_SPECIFIED_, False, False, 1179
EXHIBIT_105, TRADE_NPC_W12, WLRAP02_D, 8, 1, SOZAI_OBSIDIAN, 5, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1180
EXHIBIT_106, TRADE_NPC_W10, WLRAP03_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1181
EXHIBIT_107, TRADE_NPC_W10, WLRAP03_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1182
EXHIBIT_108, TRADE_NPC_W10, WLRAP03_C, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1183
EXHIBIT_109, TRADE_NPC_W10, WLRAP03_D, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1184
EXHIBIT_110, TRADE_NPC_W10, WLRAP04_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1185
EXHIBIT_111, TRADE_NPC_W10, WLRAP04_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1186
EXHIBIT_112, TRADE_NPC_W10, WLRAP04_C, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1187
EXHIBIT_113, TRADE_NPC_W10, WLRAP04_D, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1188
EXHIBIT_114, TRADE_NPC_W10, WLRAP05_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1189
EXHIBIT_115, TRADE_NPC_W10, WLRAP05_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1190
EXHIBIT_116, TRADE_NPC_W10, WLRAP05_C, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1191
EXHIBIT_117, TRADE_NPC_W10, WLRAP05_D, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1192
EXHIBIT_118, TRADE_NPC_W10, WLRAP06_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1193
EXHIBIT_119, TRADE_NPC_W10, WLRAP06_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1194
EXHIBIT_120, TRADE_NPC_W10, WLRAP07_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1195
EXHIBIT_121, TRADE_NPC_W10, WLRAP07_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1196
EXHIBIT_122, TRADE_NPC_W10, WLRAP08_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1197
EXHIBIT_123, TRADE_NPC_W10, WLRAP08_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1198
EXHIBIT_124, TRADE_NPC_W10, WLRAP09_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1199
EXHIBIT_125, TRADE_NPC_W10, WLRAP10_A, 999, 1, SOZAI_ORB, 2, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, SOZAI_ORB, 3, _NOT_SPECIFIED_, True, True, 1200
EXHIBIT_126, TRADE_NPC_W10, WLRAP10_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1201
EXHIBIT_127, TRADE_NPC_W10, WLRAP11_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1202
EXHIBIT_128, TRADE_NPC_W10, WLRAP11_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1203
EXHIBIT_129, TRADE_NPC_W12, WLDAG01_A, 3, 1, SOZAI_SPIRIT_STONE, 3, SOZAI_SPIRIT_STONE, 5, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1204
EXHIBIT_130, TRADE_NPC_W12, WLDAG01_B, 4, 1, SOZAI_SPIRIT_STONE, 8, SOZAI_SPIRIT_STONE, 10, SOZAI_IRON_ORE, 1, SOZAI_IRON_ORE, 2, _NOT_SPECIFIED_, False, False, 1205
EXHIBIT_131, TRADE_NPC_W10, WLDAG01_C, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1206
EXHIBIT_132, TRADE_NPC_W10, WLDAG02_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1207
EXHIBIT_133, TRADE_NPC_W10, WLDAG02_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1208
EXHIBIT_134, TRADE_NPC_W10, WLDAG02_C, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1209
EXHIBIT_135, TRADE_NPC_W10, WLDAG03_A, 5, 1, SOZAI_IRON_ORE, 3, SOZAI_SPIRIT_STONE, 30, _NOT_SPECIFIED_, 0, SOZAI_IRON_ORE, 4, _NOT_SPECIFIED_, False, False, 1210
EXHIBIT_136, TRADE_NPC_W10, WLDAG03_B, 6, 1, SOZAI_MAGIC_STONE, 1, SOZAI_IRON_ORE, 10, _NOT_SPECIFIED_, 0, SOZAI_MAGIC_STONE, 2, _NOT_SPECIFIED_, False, False, 1211
EXHIBIT_137, TRADE_NPC_W10, WLDAG03_C, 7, 1, SOZAI_OBSIDIAN, 2, SOZAI_MAGIC_STONE, 4, SOZAI_IRON_ORE, 30, SOZAI_MAGIC_STONE, 4, _NOT_SPECIFIED_, False, False, 1212
EXHIBIT_138, TRADE_NPC_W10, WLDAG03_D, 8, 1, SOZAI_OBSIDIAN, 5, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1213
EXHIBIT_139, TRADE_NPC_W10, WLDAG04_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1214
EXHIBIT_140, TRADE_NPC_W10, WLDAG04_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1215
EXHIBIT_141, TRADE_NPC_W10, WLDAG04_C, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1216
EXHIBIT_142, TRADE_NPC_W10, WLDAG04_D, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1217
EXHIBIT_143, TRADE_NPC_W10, WLDAG05_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1218
EXHIBIT_144, TRADE_NPC_W10, WLDAG05_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1219
EXHIBIT_145, TRADE_NPC_W10, WLDAG05_C, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1220
EXHIBIT_146, TRADE_NPC_W10, WLDAG06_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1221
EXHIBIT_147, TRADE_NPC_W10, WLDAG06_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1222
EXHIBIT_148, TRADE_NPC_W10, WLDAG06_C, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1223
EXHIBIT_149, TRADE_NPC_W10, WLDAG06_D, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1224
EXHIBIT_150, TRADE_NPC_W10, WLDAG07_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1225
EXHIBIT_151, TRADE_NPC_W10, WLDAG07_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1226
EXHIBIT_152, TRADE_NPC_W10, WLDAG08_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1227
EXHIBIT_153, TRADE_NPC_W10, WLDAG08_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1228
EXHIBIT_154, TRADE_NPC_W10, WLDAG08_C, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1229
EXHIBIT_155, TRADE_NPC_W10, WLDAG08_D, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1230
EXHIBIT_156, TRADE_NPC_W10, WLDAG09_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1231
EXHIBIT_157, TRADE_NPC_W10, WLDAG09_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1232
EXHIBIT_158, TRADE_NPC_W10, WLDAG09_C, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1233
EXHIBIT_159, TRADE_NPC_W10, WLDAG09_D, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1234
EXHIBIT_160, TRADE_NPC_W10, WLDAG10_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1235
EXHIBIT_161, TRADE_NPC_W10, WLDAG10_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1236
EXHIBIT_162, TRADE_NPC_W10, WLDAG10_C, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1237
EXHIBIT_163, TRADE_NPC_W10, WLDAG11_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1238
EXHIBIT_164, TRADE_NPC_W10, WLDAG11_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1239
EXHIBIT_165, TRADE_NPC_W10, WLDAG11_C, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1240
EXHIBIT_166, TRADE_NPC_W10, WLAXE_OLD_01, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1241
EXHIBIT_167, TRADE_NPC_W12, WLAXE01_A, 3, 1, SOZAI_SPIRIT_STONE, 3, SOZAI_SPIRIT_STONE, 5, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1242
EXHIBIT_168, TRADE_NPC_W12, WLAXE01_B, 4, 1, SOZAI_SPIRIT_STONE, 8, SOZAI_SPIRIT_STONE, 10, SOZAI_IRON_ORE, 1, SOZAI_IRON_ORE, 2, _NOT_SPECIFIED_, False, False, 1243
EXHIBIT_169, TRADE_NPC_W10, WLAXE01_C, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1244
EXHIBIT_170, TRADE_NPC_W10, WLAXE02_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1245
EXHIBIT_171, TRADE_NPC_W10, WLAXE02_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1246
EXHIBIT_172, TRADE_NPC_W10, WLAXE02_C, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1247
EXHIBIT_173, TRADE_NPC_W10, WLAXE02_D, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1248
EXHIBIT_174, TRADE_NPC_W10, WLAXE03_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1249
EXHIBIT_175, TRADE_NPC_W10, WLAXE03_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1250
EXHIBIT_176, TRADE_NPC_W10, WLAXE03_C, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1251
EXHIBIT_177, TRADE_NPC_W10, WLAXE03_D, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1252
EXHIBIT_178, TRADE_NPC_W10, WLAXE04_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1253
EXHIBIT_179, TRADE_NPC_W10, WLAXE04_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1254
EXHIBIT_180, TRADE_NPC_W10, WLAXE05_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1255
EXHIBIT_181, TRADE_NPC_W10, WLAXE05_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1256
EXHIBIT_182, TRADE_NPC_W12, WLAXE06_A, 5, 1, SOZAI_IRON_ORE, 3, SOZAI_SPIRIT_STONE, 30, _NOT_SPECIFIED_, 0, SOZAI_IRON_ORE, 4, _NOT_SPECIFIED_, False, False, 1257
EXHIBIT_183, TRADE_NPC_W12, WLAXE06_B, 6, 1, SOZAI_MAGIC_STONE, 1, SOZAI_IRON_ORE, 10, _NOT_SPECIFIED_, 0, SOZAI_MAGIC_STONE, 2, _NOT_SPECIFIED_, False, False, 1258
EXHIBIT_184, TRADE_NPC_W12, WLAXE06_C, 7, 1, SOZAI_OBSIDIAN, 2, SOZAI_MAGIC_STONE, 4, SOZAI_IRON_ORE, 30, SOZAI_MAGIC_STONE, 4, _NOT_SPECIFIED_, False, False, 1259
EXHIBIT_185, TRADE_NPC_W12, WLAXE06_D, 8, 1, SOZAI_OBSIDIAN, 5, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1260
EXHIBIT_186, TRADE_NPC_W10, WLAXE07_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1261
EXHIBIT_187, TRADE_NPC_W10, WLAXE07_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1262
EXHIBIT_188, TRADE_NPC_W10, WLAXE07_C, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1263
EXHIBIT_189, TRADE_NPC_W10, WLAXE07_D, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1264
EXHIBIT_190, TRADE_NPC_W12, WLAXE08_A, 6, 1, SOZAI_ORB, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, SOZAI_ORB, 2, _NOT_SPECIFIED_, True, True, 1265
EXHIBIT_191, TRADE_NPC_W10, WLAXE08_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1266
EXHIBIT_192, TRADE_NPC_W10, WLAXE09_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1267
EXHIBIT_193, TRADE_NPC_W10, WLAXE09_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1268
EXHIBIT_194, TRADE_NPC_W10, WLAXE10_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1269
EXHIBIT_195, TRADE_NPC_W10, WLAXE10_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1270
EXHIBIT_196, TRADE_NPC_W10, WLAXE11_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1271
EXHIBIT_197, TRADE_NPC_W10, WLAXE11_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1272
EXHIBIT_198, TRADE_NPC_W10, WHGSW_OLD_01, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1273
EXHIBIT_199, TRADE_NPC_W12, WHGSW01_A, 3, 1, SOZAI_SPIRIT_STONE, 3, SOZAI_SPIRIT_STONE, 5, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1274
EXHIBIT_200, TRADE_NPC_W12, WHGSW01_B, 4, 1, SOZAI_SPIRIT_STONE, 8, SOZAI_SPIRIT_STONE, 10, SOZAI_IRON_ORE, 1, SOZAI_IRON_ORE, 2, _NOT_SPECIFIED_, False, False, 1275
EXHIBIT_201, TRADE_NPC_W10, WHGSW01_C, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1276
EXHIBIT_202, TRADE_NPC_W10, WHGSW01_D, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1277
EXHIBIT_203, TRADE_NPC_W10, WHGSW01_GUARD_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1278
EXHIBIT_204, TRADE_NPC_W10, WHGSW01_GUARD_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1279
EXHIBIT_205, TRADE_NPC_W10, WHGSW01_GUARD_C, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1280
EXHIBIT_206, TRADE_NPC_W10, WHGSW02_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1281
EXHIBIT_207, TRADE_NPC_W10, WHGSW02_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1282
EXHIBIT_208, TRADE_NPC_W10, WHGSW02_C, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1283
EXHIBIT_209, TRADE_NPC_W10, WHGSW02_D, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1284
EXHIBIT_210, TRADE_NPC_W10, WHGSW03_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1285
