label, GetName(), Abilities, afterGuard, AT_FIRE, AT_ICE, AT_LIGHTNING, AT_SLASH, AT_STAB, AT_STRIKE, atk, attackse, beforeGuard, conception, description, disablecontinue, dodgeRate, enemy, equiptype, fixedequip, gardse, guardRate, hideMenu, hit, hitse, mechaArts, model, parryse, PRM_Do, PRM_INT, PRM_Ka, PRM_Kin, PRM_Moku, PRM_QUI, PRM_STR, PRM_Sui, PRM_TEC, PRM_VIT, PRM_WIL, role, roleeffect, rsChant, rsConfusion, rsDark, rsDeath, rsParalysis, rsPetri, rsPoison, rsRage, rsStink, rsStun, skipAchievement, slot, sortindex, specialArts, TYPEB_FIRE, TYPEB_HP, TYPEB_ICE, TYPEB_INT, TYPEB_LIGHTNING, TYPEB_QUI, TYPEB_SLASH, TYPEB_STAB, TYPEB_STR, TYPEB_STRIKE, TYPEB_TEC, TYPEB_VIT, TYPEB_VIT, keepMax, name, price, IsSwordType() [personal note: LOL wut??]
WHGSW_EXCALIBUR_04, Excalibur, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 1, 0, 0, 0, 0, 0, 0, 80, SE_BATTLE_WEP_GREATSWORD_SWISH, 0, IDEA_DICIPLINE, WHGSW_EXCALIBUR_04_ItemExp, 0, 0, _NOT_SPECIFIED_, GreatSword, 0, SE_BATTLE_WEP_GREATSWORD_GARD, 34, 0, 0, SE_BATTLE_WEP_GREATSWORD_HIT, MCH_M90X_B06a, WHGSW08, SE_BATTLE_WEP_GREATSWORD_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_OVERDRIVE_UP_1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 542, _NOT_SPECIFIED_, 5, 155, 5, 7, 5, 7, 10, 10, 11, 15, 7, 7, 7, 0, WHGSW_EXCALIBUR_04_ItemName, 0, False
WHSSW_OLD_01, Old Sword, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 5, SE_BATTLE_WEP_BLADE_SWISH, 0, _NOT_SPECIFIED_, WHSSW_OLD_01_ItemExp, 0, 0, _NOT_SPECIFIED_, SmuraiSword, 0, SE_BATTLE_WEP_BLADE_GARD, 36, 0, 10, SE_BATTLE_WEP_BLADE_HIT, MCH_M90X_A01a_B, WHSSW13, SE_BATTLE_WEP_BLADE_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 622, _NOT_SPECIFIED_, 0, 5, 0, 1, 0, 1, 1, 1, 2, 1, 1, 1, 1, 0, WHSSW_OLD_01_ItemName, 0, False
WHSSW01_A, Samurai Sword, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 13, SE_BATTLE_WEP_BLADE_SWISH, 0, _NOT_SPECIFIED_, WHSSW01_A_ItemExp, 0, 0, _NOT_SPECIFIED_, SmuraiSword, 0, SE_BATTLE_WEP_BLADE_GARD, 36, 0, 10, SE_BATTLE_WEP_BLADE_HIT, MCH_M90X_A03a_A, WHSSW01, SE_BATTLE_WEP_BLADE_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 600, _NOT_SPECIFIED_, 1, 10, 1, 2, 1, 4, 4, 3, 2, 3, 2, 2, 2, 0, WHSSW01_A_ItemName, 0, False
WHSSW01_B, Samurai Sword +1, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 22, SE_BATTLE_WEP_BLADE_SWISH, 0, _NOT_SPECIFIED_, WHSSW01_B_ItemExp, 0, 0, _NOT_SPECIFIED_, SmuraiSword, 0, SE_BATTLE_WEP_BLADE_GARD, 36, 0, 10, SE_BATTLE_WEP_BLADE_HIT, MCH_M90X_A03a_A, WHSSW01, SE_BATTLE_WEP_BLADE_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 601, _NOT_SPECIFIED_, 2, 25, 2, 3, 2, 5, 6, 4, 3, 4, 3, 3, 3, 0, WHSSW01_B_ItemName, 0, False
WHSSW01_C, Lightweight Samurai Sword, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 11, SE_BATTLE_WEP_BLADE_SWISH, 1, IDEA_GENIUS, WHSSW01_C_ItemExp, 0, 0, _NOT_SPECIFIED_, SmuraiSword, 0, SE_BATTLE_WEP_BLADE_GARD, 40, 0, 10, SE_BATTLE_WEP_BLADE_HIT, MCH_M90X_A03a_A, WHSSW01, SE_BATTLE_WEP_BLADE_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_BP_TURN1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 618, _NOT_SPECIFIED_, 2, 45, 2, 4, 2, 7, 7, 5, 4, 5, 4, 4, 4, 0, WHSSW01_C_ItemName, 0, False
WHSSW02_A, Exorciser, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 32, SE_BATTLE_WEP_BLADE_SWISH, 1, IDEA_CHAOS, WHSSW02_A_ItemExp, 0, 0, _NOT_SPECIFIED_, SmuraiSword, 0, SE_BATTLE_WEP_BLADE_GARD, 34, 0, 10, SE_BATTLE_WEP_BLADE_HIT, MCH_M90X_A03a_A, WHSSW02, SE_BATTLE_WEP_BLADE_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_ATKHATE_UP_2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 614, _NOT_SPECIFIED_, 2, 45, 2, 4, 2, 7, 7, 5, 4, 5, 4, 4, 4, 0, WHSSW02_A_ItemName, 0, False
WHSSW02_B, Exorciser +1, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 43, SE_BATTLE_WEP_BLADE_SWISH, 1, IDEA_CHAOS, WHSSW02_B_ItemExp, 0, 0, _NOT_SPECIFIED_, SmuraiSword, 0, SE_BATTLE_WEP_BLADE_GARD, 34, 0, 10, SE_BATTLE_WEP_BLADE_HIT, MCH_M90X_A03a_A, WHSSW02, SE_BATTLE_WEP_BLADE_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_ATKHATE_UP_2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 615, _NOT_SPECIFIED_, 3, 75, 3, 5, 3, 8, 10, 7, 5, 7, 5, 5, 5, 0, WHSSW02_B_ItemName, 0, False
WHSSW02_C, Exorciser +2, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 54, SE_BATTLE_WEP_BLADE_SWISH, 1, IDEA_CHAOS, WHSSW02_C_ItemExp, 0, 0, _NOT_SPECIFIED_, SmuraiSword, 0, SE_BATTLE_WEP_BLADE_GARD, 34, 0, 10, SE_BATTLE_WEP_BLADE_HIT, MCH_M90X_A03a_A, WHSSW02, SE_BATTLE_WEP_BLADE_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_ATKHATE_UP_2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 616, _NOT_SPECIFIED_, 4, 100, 4, 6, 4, 10, 12, 8, 6, 8, 6, 6, 6, 0, WHSSW02_C_ItemName, 0, False
WHSSW02_D, Exorciser +3, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 66, SE_BATTLE_WEP_BLADE_SWISH, 1, IDEA_CHAOS, WHSSW02_D_ItemExp, 0, 0, _NOT_SPECIFIED_, SmuraiSword, 0, SE_BATTLE_WEP_BLADE_GARD, 34, 0, 10, SE_BATTLE_WEP_BLADE_HIT, MCH_M90X_A03a_A, WHSSW02, SE_BATTLE_WEP_BLADE_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_ATKHATE_UP_2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 617, _NOT_SPECIFIED_, 4, 135, 4, 7, 4, 11, 13, 9, 7, 9, 7, 7, 7, 0, WHSSW02_D_ItemName, 0, False
WHSSW03_A, Twin Dragon, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 30, SE_BATTLE_WEP_BLADE_SWISH, 0, IDEA_FIGHT, WHSSW03_A_ItemExp, 0, 0, _NOT_SPECIFIED_, SmuraiSword, 0, SE_BATTLE_WEP_BLADE_GARD, 36, 0, 10, SE_BATTLE_WEP_BLADE_HIT, MCH_M90X_A03a_A, WHSSW03, SE_BATTLE_WEP_BLADE_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 602, _NOT_SPECIFIED_, 2, 45, 2, 4, 2, 7, 7, 5, 4, 5, 4, 4, 4, 0, WHSSW03_A_ItemName, 0, False
WHSSW03_B, Twin Dragon +1, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 40, SE_BATTLE_WEP_BLADE_SWISH, 0, IDEA_FIGHT, WHSSW03_B_ItemExp, 0, 0, _NOT_SPECIFIED_, SmuraiSword, 0, SE_BATTLE_WEP_BLADE_GARD, 36, 0, 10, SE_BATTLE_WEP_BLADE_HIT, MCH_M90X_A03a_A, WHSSW03, SE_BATTLE_WEP_BLADE_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 603, _NOT_SPECIFIED_, 3, 75, 3, 5, 3, 8, 10, 7, 5, 7, 5, 5, 5, 0, WHSSW03_B_ItemName, 0, False
WHSSW03_C, Twin Dragon +2, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 49, SE_BATTLE_WEP_BLADE_SWISH, 0, IDEA_FIGHT, WHSSW03_C_ItemExp, 0, 0, _NOT_SPECIFIED_, SmuraiSword, 0, SE_BATTLE_WEP_BLADE_GARD, 36, 0, 10, SE_BATTLE_WEP_BLADE_HIT, MCH_M90X_A03a_A, WHSSW03, SE_BATTLE_WEP_BLADE_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 604, _NOT_SPECIFIED_, 4, 100, 4, 6, 4, 10, 12, 8, 6, 8, 6, 6, 6, 0, WHSSW03_C_ItemName, 0, False
WHSSW03_D, Twin Dragon +3, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 60, SE_BATTLE_WEP_BLADE_SWISH, 0, IDEA_FIGHT, WHSSW03_D_ItemExp, 0, 0, _NOT_SPECIFIED_, SmuraiSword, 0, SE_BATTLE_WEP_BLADE_GARD, 36, 0, 10, SE_BATTLE_WEP_BLADE_HIT, MCH_M90X_A03a_A, WHSSW03, SE_BATTLE_WEP_BLADE_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 605, _NOT_SPECIFIED_, 4, 135, 4, 7, 4, 11, 13, 9, 7, 9, 7, 7, 7, 0, WHSSW03_D_ItemName, 0, False
WHSSW04_A, Invincible East, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 30, SE_BATTLE_WEP_BLADE_SWISH, 1, IDEA_GUARD, WHSSW04_A_ItemExp, 0, 0, _NOT_SPECIFIED_, SmuraiSword, 0, SE_BATTLE_WEP_BLADE_GARD, 42, 0, 10, SE_BATTLE_WEP_BLADE_HIT, MCH_M90X_A05a, WHSSW04, SE_BATTLE_WEP_BLADE_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 619, THS_WH000_A01_UN1, 2, 45, 2, 4, 2, 4, 7, 5, 7, 5, 4, 4, 4, 0, WHSSW04_A_ItemName, 0, False
WHSSW04_B, Invincible East +1, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 49, SE_BATTLE_WEP_BLADE_SWISH, 1, IDEA_GUARD, WHSSW04_B_ItemExp, 0, 0, _NOT_SPECIFIED_, SmuraiSword, 0, SE_BATTLE_WEP_BLADE_GARD, 42, 0, 10, SE_BATTLE_WEP_BLADE_HIT, MCH_M90X_A05a, WHSSW04, SE_BATTLE_WEP_BLADE_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 620, THS_WH000_A01_UN1, 4, 100, 4, 6, 4, 6, 12, 8, 10, 8, 6, 6, 6, 0, WHSSW04_B_ItemName, 0, False
WHSSW04_C, Invincible East +2, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 70, SE_BATTLE_WEP_BLADE_SWISH, 1, IDEA_GUARD, WHSSW04_C_ItemExp, 0, 0, _NOT_SPECIFIED_, SmuraiSword, 0, SE_BATTLE_WEP_BLADE_GARD, 42, 0, 10, SE_BATTLE_WEP_BLADE_HIT, MCH_M90X_A05a, WHSSW04, SE_BATTLE_WEP_BLADE_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 621, THS_WH000_A01_UN1, 5, 145, 5, 8, 5, 8, 15, 10, 13, 10, 8, 8, 8, 0, WHSSW04_C_ItemName, 0, False
WHSSW05_A, Ame-no-Habakiri, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 27, SE_BATTLE_WEP_BLADE_SWISH, 0, IDEA_FANTASY, WHSSW05_A_ItemExp, 0, 0, _NOT_SPECIFIED_, SmuraiSword, 0, SE_BATTLE_WEP_BLADE_GARD, 34, 0, 10, SE_BATTLE_WEP_BLADE_HIT, MCH_M90X_A05a_A, WHSSW05, SE_BATTLE_WEP_BLADE_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_WEAK_DAMAGE_015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 606, _NOT_SPECIFIED_, 2, 45, 2, 4, 2, 4, 7, 5, 4, 5, 7, 4, 4, 0, WHSSW05_A_ItemName, 0, False
WHSSW05_B, Ame-no-Habakiri +1, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 36, SE_BATTLE_WEP_BLADE_SWISH, 0, IDEA_FANTASY, WHSSW05_B_ItemExp, 0, 0, _NOT_SPECIFIED_, SmuraiSword, 0, SE_BATTLE_WEP_BLADE_GARD, 34, 0, 10, SE_BATTLE_WEP_BLADE_HIT, MCH_M90X_A05a_A, WHSSW05, SE_BATTLE_WEP_BLADE_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_WEAK_DAMAGE_015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 607, _NOT_SPECIFIED_, 3, 75, 3, 5, 3, 5, 10, 7, 5, 7, 8, 5, 5, 0, WHSSW05_B_ItemName, 0, False
WHSSW05_C, Ame-no-Habakiri +2, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 43, SE_BATTLE_WEP_BLADE_SWISH, 0, IDEA_FANTASY, WHSSW05_C_ItemExp, 0, 0, _NOT_SPECIFIED_, SmuraiSword, 0, SE_BATTLE_WEP_BLADE_GARD, 34, 0, 10, SE_BATTLE_WEP_BLADE_HIT, MCH_M90X_A05a_A, WHSSW05, SE_BATTLE_WEP_BLADE_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_WEAK_DAMAGE_015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 608, _NOT_SPECIFIED_, 4, 100, 4, 6, 4, 6, 12, 8, 6, 8, 10, 6, 6, 0, WHSSW05_C_ItemName, 0, False
WHSSW05_D, Ame-no-Habakiri +3, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 53, SE_BATTLE_WEP_BLADE_SWISH, 0, IDEA_FANTASY, WHSSW05_D_ItemExp, 0, 0, _NOT_SPECIFIED_, SmuraiSword, 0, SE_BATTLE_WEP_BLADE_GARD, 34, 0, 10, SE_BATTLE_WEP_BLADE_HIT, MCH_M90X_A05a_A, WHSSW05, SE_BATTLE_WEP_BLADE_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_WEAK_DAMAGE_015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 609, _NOT_SPECIFIED_, 4, 135, 4, 7, 4, 7, 13, 9, 7, 9, 11, 7, 7, 0, WHSSW05_D_ItemName, 0, False
WHSSW06_A, Gekkabijin, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 34, SE_BATTLE_WEP_BLADE_SWISH, 1, IDEA_GENIUS, WHSSW06_A_ItemExp, 0, 0, _NOT_SPECIFIED_, SmuraiSword, 0, SE_BATTLE_WEP_BLADE_GARD, 40, 0, 10, SE_BATTLE_WEP_BLADE_HIT, MCH_M90X_A05a_A, WHSSW06, SE_BATTLE_WEP_BLADE_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_BP_TURN1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 629, _NOT_SPECIFIED_, 3, 75, 3, 5, 3, 5, 10, 7, 5, 7, 8, 5, 5, 0, WHSSW06_A_ItemName, 0, False
WHSSW06_B, Gekkabijin +1, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 57, SE_BATTLE_WEP_BLADE_SWISH, 1, IDEA_GENIUS, WHSSW06_B_ItemExp, 0, 0, _NOT_SPECIFIED_, SmuraiSword, 0, SE_BATTLE_WEP_BLADE_GARD, 40, 0, 10, SE_BATTLE_WEP_BLADE_HIT, MCH_M90X_A05a_A, WHSSW06, SE_BATTLE_WEP_BLADE_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_BP_TURN1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 630, _NOT_SPECIFIED_, 5, 155, 5, 7, 5, 7, 15, 10, 7, 10, 11, 7, 7, 0, WHSSW06_B_ItemName, 0, False
WHSSW07_A, Comet Blade, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 1, 0, 0, 0, 0, 0, 0, 22, SE_BATTLE_WEP_BLADE_SWISH, 0, IDEA_GALE, WHSSW07_A_ItemExp, 0, 0, _NOT_SPECIFIED_, SmuraiSword, 0, SE_BATTLE_WEP_BLADE_GARD, 34, 0, 10, SE_BATTLE_WEP_BLADE_HIT, MCH_M90X_A05a, WHSSW07, SE_BATTLE_WEP_BLADE_PARRY, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_ARTSSPEED_UP_1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 623, _NOT_SPECIFIED_, 2, 25, 2, 3, 2, 3, 6, 4, 5, 4, 3, 3, 3, 0, WHSSW07_A_ItemName, 0, False
WHSSW07_B, Comet Blade +1, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 1, 0, 0, 0, 0, 0, 0, 41, SE_BATTLE_WEP_BLADE_SWISH, 0, IDEA_GALE, WHSSW07_B_ItemExp, 0, 0, _NOT_SPECIFIED_, SmuraiSword, 0, SE_BATTLE_WEP_BLADE_GARD, 34, 0, 10, SE_BATTLE_WEP_BLADE_HIT, MCH_M90X_A05a, WHSSW07, SE_BATTLE_WEP_BLADE_PARRY, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_ARTSSPEED_UP_1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 624, _NOT_SPECIFIED_, 3, 75, 3, 5, 3, 5, 10, 7, 8, 7, 5, 5, 5, 0, WHSSW07_B_ItemName, 0, False
WHSSW07_C, Comet Blade +2, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 1, 0, 0, 0, 0, 0, 0, 62, SE_BATTLE_WEP_BLADE_SWISH, 0, IDEA_GALE, WHSSW07_C_ItemExp, 0, 0, _NOT_SPECIFIED_, SmuraiSword, 0, SE_BATTLE_WEP_BLADE_GARD, 34, 0, 10, SE_BATTLE_WEP_BLADE_HIT, MCH_M90X_A05a, WHSSW07, SE_BATTLE_WEP_BLADE_PARRY, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_ARTSSPEED_UP_1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 625, _NOT_SPECIFIED_, 4, 135, 4, 7, 4, 7, 13, 9, 11, 9, 7, 7, 7, 0, WHSSW07_C_ItemName, 0, False
WHSSW08_A, Crane Princess, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 31, SE_BATTLE_WEP_BLADE_SWISH, 1, IDEA_WILD, WHSSW08_A_ItemExp, 0, 0, _NOT_SPECIFIED_, SmuraiSword, 0, SE_BATTLE_WEP_BLADE_GARD, 30, 0, 10, SE_BATTLE_WEP_BLADE_HIT, MCH_M90X_A03a_A, WHSSW08, SE_BATTLE_WEP_BLADE_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_ARTSSPEED_DOWN_1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 610, _NOT_SPECIFIED_, 2, 45, 2, 4, 2, 7, 7, 5, 4, 5, 4, 4, 4, 0, WHSSW08_A_ItemName, 0, False
WHSSW08_B, Crane Princess +1, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 42, SE_BATTLE_WEP_BLADE_SWISH, 1, IDEA_WILD, WHSSW08_B_ItemExp, 0, 0, _NOT_SPECIFIED_, SmuraiSword, 0, SE_BATTLE_WEP_BLADE_GARD, 30, 0, 10, SE_BATTLE_WEP_BLADE_HIT, MCH_M90X_A03a_A, WHSSW08, SE_BATTLE_WEP_BLADE_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_ARTSSPEED_DOWN_1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 611, _NOT_SPECIFIED_, 3, 75, 3, 5, 3, 8, 10, 7, 5, 7, 5, 5, 5, 0, WHSSW08_B_ItemName, 0, False
WHSSW08_C, Crane Princess +2, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 52, SE_BATTLE_WEP_BLADE_SWISH, 1, IDEA_WILD, WHSSW08_C_ItemExp, 0, 0, _NOT_SPECIFIED_, SmuraiSword, 0, SE_BATTLE_WEP_BLADE_GARD, 30, 0, 10, SE_BATTLE_WEP_BLADE_HIT, MCH_M90X_A03a_A, WHSSW08, SE_BATTLE_WEP_BLADE_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_ARTSSPEED_DOWN_1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 612, _NOT_SPECIFIED_, 4, 100, 4, 6, 4, 10, 12, 8, 6, 8, 6, 6, 6, 0, WHSSW08_C_ItemName, 0, False
WHSSW08_D, Crane Princess +3, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 64, SE_BATTLE_WEP_BLADE_SWISH, 1, IDEA_WILD, WHSSW08_D_ItemExp, 0, 0, _NOT_SPECIFIED_, SmuraiSword, 0, SE_BATTLE_WEP_BLADE_GARD, 30, 0, 10, SE_BATTLE_WEP_BLADE_HIT, MCH_M90X_A03a_A, WHSSW08, SE_BATTLE_WEP_BLADE_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_ARTSSPEED_DOWN_1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 613, _NOT_SPECIFIED_, 4, 135, 4, 7, 4, 11, 13, 9, 7, 9, 7, 7, 7, 0, WHSSW08_D_ItemName, 0, False
WHSSW09_A, Seven-Branched Sword, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 55, SE_BATTLE_WEP_BLADE_SWISH, 0, IDEA_IDEAL, WHSSW09_A_ItemExp, 0, 0, _NOT_SPECIFIED_, SmuraiSword, 0, SE_BATTLE_WEP_BLADE_GARD, 28, 0, 10, SE_BATTLE_WEP_BLADE_HIT, MCH_M90X_A03a_A, WHSSW09, SE_BATTLE_WEP_BLADE_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_OA_RATEWEAK_UP_007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 631, _NOT_SPECIFIED_, 4, 100, 4, 6, 4, 10, 12, 8, 6, 8, 6, 6, 6, 0, WHSSW09_A_ItemName, 0, False
WHSSW09_B, Seven-Branched Sword +1, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 81, SE_BATTLE_WEP_BLADE_SWISH, 0, IDEA_IDEAL, WHSSW09_B_ItemExp, 0, 0, _NOT_SPECIFIED_, SmuraiSword, 0, SE_BATTLE_WEP_BLADE_GARD, 28, 0, 10, SE_BATTLE_WEP_BLADE_HIT, MCH_M90X_A03a_A, WHSSW09, SE_BATTLE_WEP_BLADE_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_OA_RATEWEAK_UP_007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 632, _NOT_SPECIFIED_, 5, 145, 5, 8, 5, 13, 15, 10, 8, 10, 8, 8, 8, 0, WHSSW09_B_ItemName, 0, False
