label, GetActor(), Attack, Body, BodyDrop, Cost, DefFire, DefIce, DefLightning, DefSlash, DefStab, DefStrike, Dodge, DropGroup, DropItem, DropProb, Equip, Float, GuardReduction, HP, InspirtationRank, MinHP, Name, Power, PRM_INT, PRM_QUI, PRM_STR, PRM_TEC, PRM_VIT, PRM_WIL, Race, RankBonus, RankRangeMax, RankRangeMin, RegChant, RegConfusion, RegDarkness, RegDeath, RegParalysis, RegPoison, RegRage, RegStench, RegStone, RegStun, ResultHP, Size, SLV_Do, SLV_Gfirearm, SLV_Gsword, SLV_Ka, SLV_Kin, SLV_Lfirearm, SLV_Lsword, SLV_Magic, SLV_Martial, SLV_Mecha_1, SLV_Mecha_2, SLV_Moku, SLV_Monster, SLV_Sui, Soul, SoulDrop, StartEffectParameter, StartHP, voice
E_BOSS_ELEMENT_MOKU, M2200, 0, _NOT_SPECIFIED_, 0, 1460, 200, 200, 400, 100, 100, 100, 0, DL_FUR_RARE, SASH16_A _NOT_SPECIFIED_, 35 0 100, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 1, 80, 863, 8, _NOT_SPECIFIED_, Btl_E_BOSS_ELEMENT_MOKU_EnemyName, 4, 130, 130, 120, 110, 120, 130, Unknown, 8, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 100, 15, 90, 90, 90, 100, 15, 30, 100, 75, _NOT_SPECIFIED_, LL, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 5, _NOT_SPECIFIED_, 0, SOUL_E_BOSS_ELEMENT_MOKU, 200, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_BOSS_ELEMENT_KA_E, M0902, 0, _NOT_SPECIFIED_, 0, 80, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 100, 100, 100, 0, _NOT_SPECIFIED_, SOZAI_FE_KA SOZAI_IRON_ORE, 50 20 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 1, 35, 67, 0, _NOT_SPECIFIED_, Btl_E_BOSS_ELEMENT_KA_E_EnemyName, 1, 130, 90, 60, 120, 90, 120, Element, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 15, 45, 15, 100, 50, 100, 15, 100, 100, 15, _NOT_SPECIFIED_, S, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 5, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, SOUL_E_BOSS_ELEMENT_KA_E, 200, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_BOSS_ELEMENT_KA_N, M0230, 0, _NOT_SPECIFIED_, 0, 100, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SOZAI_FIBER SOZAI_SCREAM_ROOT, 40 40 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 123, 0, _NOT_SPECIFIED_, Btl_E_BOSS_ELEMENT_KA_N_EnemyName, 2, 120, _NOT_SPECIFIED_, 80, 120, 80, 150, Plant, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 15, 0, 15, 100, 100, 15, 0, 30, 100, 15, _NOT_SPECIFIED_, S, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 5, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, SOUL_E_BOSS_ELEMENT_KA_N, 200, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_BOSS_ELEMENT_KA_H, M0510, 0, _NOT_SPECIFIED_, 0, 510, 400, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SOZAI_GELATIN SOZAI_BEAST_FANG, 50 50 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 505, 3, _NOT_SPECIFIED_, Btl_E_BOSS_ELEMENT_KA_H_EnemyName, 4, 150, 110, 80, 140, 90, 130, Material, 3, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 15, 50, 15, 75, 100, 45, 0, 100, 100, 45, _NOT_SPECIFIED_, S, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 5, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, SOUL_E_BOSS_ELEMENT_KA_H, 200, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_BOSS_ELEMENT_KA, M2103, 0, _NOT_SPECIFIED_, 0, 1430, 400, 100, 100, 200, 50, 200, 0, DL_M2100, WHPSW10_A _NOT_SPECIFIED_, 50 0 100, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 818, 5, _NOT_SPECIFIED_, Btl_E_BOSS_ELEMENT_KA_EnemyName, 4, 130, 130, 120, 110, 120, 130, Unknown, 5, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 100, 100, 45, 90, 100, 100, 15, 15, 100, 75, _NOT_SPECIFIED_, LL, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 5, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, SOUL_E_BOSS_ELEMENT_KA, 200, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_BOSS_ELEMENT_DO_E, M0904, 0, _NOT_SPECIFIED_, 0, 80, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 100, 100, 100, 0, _NOT_SPECIFIED_, SOZAI_FE_DO SOZAI_IRON_ORE, 50 20 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 1, 35, 67, 0, _NOT_SPECIFIED_, Btl_E_BOSS_ELEMENT_DO_E_EnemyName, 1, 130, 90, 60, 120, 90, 120, Element, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 15, 45, 15, 100, 50, 100, 15, 100, 100, 15, _NOT_SPECIFIED_, S, 5, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, SOUL_E_BOSS_ELEMENT_DO_E, 200, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_BOSS_ELEMENT_DO_N, M1021, 0, _NOT_SPECIFIED_, 0, 100, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SOZAI_BEAST_BONE SAIN01_A, 40 15 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 123, 0, _NOT_SPECIFIED_, Btl_E_BOSS_ELEMENT_DO_N_EnemyName, 2, 120, 70, 110, 90, 60, 130, Asmodian, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, 100, 100, 100, 100, 0, 100, 100, 15, _NOT_SPECIFIED_, M, 5, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, SOUL_E_BOSS_ELEMENT_DO_N, 200, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_BOSS_ELEMENT_DO_H, M0710, 0, _NOT_SPECIFIED_, 0, 510, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, DL_FANG_RARE, SOZAI_FIBER _NOT_SPECIFIED_, 20 0 100, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 505, 3, _NOT_SPECIFIED_, Btl_E_BOSS_ELEMENT_DO_H_EnemyName, 4, 120, 90, 110, 130, 110, 80, Insect, 3, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 15, 0, 45, 75, 50, 75, 15, 30, 100, 50, _NOT_SPECIFIED_, L, 5, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, SOUL_E_BOSS_ELEMENT_DO_H, 200, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_BOSS_ELEMENT_DO, M1003, 0, _NOT_SPECIFIED_, 0, 1460, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, DL_CLAW_RARE, SOZAI_DEMON_BLOOD WLRAP01_GUARD_A, 50 25 100, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 909, 8, _NOT_SPECIFIED_, Btl_E_BOSS_ELEMENT_DO_EnemyName, 4, 120, 80, 110, 120, _NOT_SPECIFIED_, 140, Asmodian, 8, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 45, 90, 90, 90, 50, 30, 30, 100, 75, _NOT_SPECIFIED_, L, 5, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, SOUL_E_BOSS_ELEMENT_DO, 200, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_BOSS_ELEMENT_KIN_E, M0900, 0, _NOT_SPECIFIED_, 0, 80, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 100, 100, 100, 0, _NOT_SPECIFIED_, SOZAI_FE_KIN SOZAI_IRON_ORE, 50 20 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 1, 35, 67, 0, _NOT_SPECIFIED_, Btl_E_BOSS_ELEMENT_KIN_E_EnemyName, 1, 130, 90, 60, 120, 90, 120, Element, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 15, 45, 15, 100, 50, 100, 15, 100, 100, 15, _NOT_SPECIFIED_, S, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 5, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, SOUL_E_BOSS_ELEMENT_KIN_E, 200, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_BOSS_ELEMENT_KIN_N, M0022, 0, _NOT_SPECIFIED_, 0, 100, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SOZAI_FUR SOZAI_BEAST_FANG, 40 30 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 123, 0, _NOT_SPECIFIED_, Btl_E_BOSS_ELEMENT_KIN_N_EnemyName, 2, 50, _NOT_SPECIFIED_, 110, 80, 130, 70, Beast, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 15, 30, 15, 15, 0, 0, 100, 100, 15, _NOT_SPECIFIED_, M, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 5, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, SOUL_E_BOSS_ELEMENT_KIN_N, 200, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_BOSS_ELEMENT_KIN_H, M0500, 0, _NOT_SPECIFIED_, 0, 510, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 400, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, DL_M0500, SOZAI_GELATIN _NOT_SPECIFIED_, 50 0 50, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 505, 3, _NOT_SPECIFIED_, Btl_E_BOSS_ELEMENT_KIN_H_EnemyName, 4, 120, 70, 120, 80, 130, 120, Material, 3, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 15, 45, 45, 100, 45, 0, 100, 100, 45, _NOT_SPECIFIED_, L, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 3, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, SOUL_E_BOSS_ELEMENT_KIN_H, 200, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_BOSS_ELEMENT_KIN, M2000, 0, _NOT_SPECIFIED_, 0, 1460, 50, 400, 100, 50, 200, 200, 0, DL_BONE_RARE, WLLSW01_C _NOT_SPECIFIED_, 35 0 100, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 1, 35, 863, 8, _NOT_SPECIFIED_, Btl_E_BOSS_ELEMENT_KIN_EnemyName, 4, 140, _NOT_SPECIFIED_, 130, 120, 110, _NOT_SPECIFIED_, Unknown, 8, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 100, 45, 50, 75, 100, 100, 15, 45, 100, 75, _NOT_SPECIFIED_, LL, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 5, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, SOUL_E_BOSS_ELEMENT_KIN, 200, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_BOSS_ELEMENT_SUI_E, M0901, 0, _NOT_SPECIFIED_, 0, 80, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 100, 100, 100, 0, _NOT_SPECIFIED_, SOZAI_FE_SUI SOZAI_IRON_ORE, 50 20 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 1, 35, 67, 0, _NOT_SPECIFIED_, Btl_E_BOSS_ELEMENT_SUI_E_EnemyName, 1, 130, 90, 60, 120, 90, 120, Element, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 15, 45, 15, 100, 50, 100, 15, 100, 100, 15, _NOT_SPECIFIED_, S, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 5, SOUL_E_BOSS_ELEMENT_SUI_E, 200, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_BOSS_ELEMENT_SUI_N, M0401, 0, _NOT_SPECIFIED_, 0, 100, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SAAC13_A SASH01_A, 20 20 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 123, 0, _NOT_SPECIFIED_, Btl_E_BOSS_ELEMENT_SUI_N_EnemyName, 2, 120, 110, 90, 110, 80, 120, Aquatic, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 15, 0, 100, 30, 15, 15, 15, 15, 100, 30, _NOT_SPECIFIED_, M, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 5, SOUL_E_BOSS_ELEMENT_SUI_N, 200, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_BOSS_ELEMENT_SUI_H, M0420, 0, _NOT_SPECIFIED_, 0, 510, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SOZAI_MAGICAL_BEAST_BONE SOZAI_MAGICAL_BEAST_FANG, 50 50 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 505, 3, _NOT_SPECIFIED_, Btl_E_BOSS_ELEMENT_SUI_H_EnemyName, 4, 80, 90, 120, 110, 130, 120, Reptiles, 3, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 15, 15, 50, 90, 75, 45, 15, 100, 100, 50, _NOT_SPECIFIED_, L, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 5, SOUL_E_BOSS_ELEMENT_SUI_H, 200, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_BOSS_ELEMENT_SUI, M0413, 0, _NOT_SPECIFIED_, 0, 1460, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, DL_BONE_RARE, SOZAI_SQUID_FIN WHGSW07_A, 50 50 100, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 909, 8, _NOT_SPECIFIED_, Btl_E_BOSS_ELEMENT_SUI_EnemyName, 4, 120, 120, 110, 90, 110, _NOT_SPECIFIED_, Aquatic, 8, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 15, 50, 100, 90, 90, 30, 0, 90, 100, 75, _NOT_SPECIFIED_, LL, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 5, SOUL_E_BOSS_ELEMENT_SUI, 200, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_W01_AMYA_INITIAL_00_A, Man_Overworld_Battle, 0, _NOT_SPECIFIED_, 0, 1760, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 100, _NOT_SPECIFIED_, SOZAI_ORB _NOT_SPECIFIED_, 100 0 0, GLONE16_A _NOT_SPECIFIED_, 0, 0, 1709, 8, 1, Btl_E_W01_AMYA_INITIAL_00_A_EnemyName, 4, 120, 120, 150, 160, 130, 140, Unknown, 8, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 45, 15, 75, 100, 90, 100, 50, 15, 100, 75, _NOT_SPECIFIED_, M, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 5, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_W01_AMYA_KUGUTU_00_A, Bou_Kugutu, 0, _NOT_SPECIFIED_, 0, 191, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 35, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0 0, GLONE01_A _NOT_SPECIFIED_, 0, 0, 249, 0, _NOT_SPECIFIED_, Btl_E_W01_AMYA_KUGUTU_00_A_EnemyName, 2, _NOT_SPECIFIED_, 120, _NOT_SPECIFIED_, 300, 110, _NOT_SPECIFIED_, Unknown, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 45, 15, 75, 75, 75, 15, 50, 15, 100, 45, _NOT_SPECIFIED_, M, 2, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_W01_AMYA_MYSTERY_00_A, M0420, 0, _NOT_SPECIFIED_, 0, 510, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SOZAI_BEAST_BONE SOZAI_BEAST_FANG, 50 50 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 503, 3, _NOT_SPECIFIED_, Btl_E_W01_AMYA_MYSTERY_00_A_EnemyName, 4, 80, 90, 120, 110, 130, 120, Reptiles, 3, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 50, 75, 50, 90, 75, 45, 15, 100, 100, 90, _NOT_SPECIFIED_, L, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 5, SOUL_E_W01_AMYA_MYSTERY_00_A, 200, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_W01_GHOSTTOWN_00_A, M0210, 0, _NOT_SPECIFIED_, 0, 267, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, DL_WOOD_RARE, SOZAI_COCONUT _NOT_SPECIFIED_, 40 0 100, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 333, 0, _NOT_SPECIFIED_, Btl_E_W01_GHOSTTOWN_00_A_EnemyName, 3, 90, 90, 120, 120, 120, _NOT_SPECIFIED_, Plant, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 75, 30, 75, 100, 0, 15, 15, 100, 45, _NOT_SPECIFIED_, L, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 4, _NOT_SPECIFIED_, 0, SOUL_E_W01_GHOSTTOWN_00_A, 200, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_W01_KOMAINU_00_A, M0312, 0, _NOT_SPECIFIED_, 0, 297, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SOZAI_FUR SOZAI_BEAST_BONE, 40 30 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 333, 3, _NOT_SPECIFIED_, Btl_E_W01_KOMAINU_00_A_EnemyName, 3, _NOT_SPECIFIED_, 120, _NOT_SPECIFIED_, 90, 110, 80, Beast, 3, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 30, 30, 75, 90, 75, 75, 90, 100, 75, _NOT_SPECIFIED_, M, 3, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, SOUL_E_W01_KOMAINU_00_A, 200, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_W01_YAMAGUMO_00_A, M0710, 0, _NOT_SPECIFIED_, 0, 510, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, DL_FANG_RARE, SOZAI_FIBER _NOT_SPECIFIED_, 20 0 100, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 503, 3, _NOT_SPECIFIED_, Btl_E_W01_YAMAGUMO_00_A_EnemyName, 4, 120, 90, 110, 130, 110, 80, Insect, 3, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 15, 0, 45, 75, 75, 75, 0, 30, 100, 75, _NOT_SPECIFIED_, L, 4, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, SOUL_E_W01_YAMAGUMO_00_A, 200, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_W01_LAKE_00_A, M0400, 0, _NOT_SPECIFIED_, 0, 100, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SAAC13_A SASH01_A, 20 20 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 127, 0, _NOT_SPECIFIED_, Btl_E_W01_LAKE_00_A_EnemyName, 2, 120, 110, 90, 110, 80, 120, Aquatic, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 15, 0, 100, 30, 15, 15, 15, 15, 100, 30, _NOT_SPECIFIED_, M, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 3, SOUL_E_W01_LAKE_00_A, 200, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
